DB16_ID,AS_ID,DB16_NAME,DB16_PREFIX,AS_NAME,AS_PREFIX,P_ID,PROVINCE_ID,P_NAME,NOTE
130337,6268,An Phú,Thị trấn,An Phú,Thị trấn,388,30,An Phú,1
130340,6270,Khánh An,Xã,Khánh An,Xã,388,30,An Phú,1
130341,6272,Thị Trấn Long Bình,Thị trấn,Long Bình,Thị trấn,388,30,An Phú,1.0
130343,6271,Khánh Bình,Xã,Khánh Bình,Xã,388,30,An Phú,1
130346,6277,Quốc Thái,Xã,Quốc Thái,Xã,388,30,An Phú,1
130349,6273,Nhơn Hội,Xã,Nhơn Hội,Xã,388,30,An Phú,1
130352,6275,Phú Hữu,Xã,Phú Hữu,Xã,388,30,An Phú,1
130355,6274,Phú Hội,Xã,Phú Hội,Xã,388,30,An Phú,1
130358,6276,Phước Hưng,Xã,Phước Hưng,Xã,388,30,An Phú,1
130361,6280,Vĩnh Lộc,Xã,Vĩnh Lộc,Xã,388,30,An Phú,1
130364,6278,Vĩnh Hậu,Xã,Vĩnh Hậu,Xã,388,30,An Phú,1
130367,6281,Vĩnh Trường,Xã,Vĩnh Trường,Xã,388,30,An Phú,1
130370,6279,Vĩnh Hội Đông,Xã,Vĩnh Hội Đông,Xã,388,30,An Phú,1
130373,6269,Đa Phước,Xã,Đa Phước,Xã,388,30,An Phú,1
130316,6283,Châu Phú B,Phường,Châu Phú B,Phường,389,30,Châu Đốc,1
130319,6282,Châu Phú A,Phường,Châu Phú A,Phường,389,30,Châu Đốc,1
130322,6286,Vĩnh Mỹ,Phường,Vĩnh Mỹ,Phường,389,30,Châu Đốc,1
130325,6284,Núi Sam,Phường,Núi Sam,Phường,389,30,Châu Đốc,1
130328,6287,Vĩnh Ngươn,Phường,Vĩnh Ngươn,Xã,389,30,Châu Đốc,Sai prefix
130331,6288,Vĩnh Tế,Xã,Vĩnh Tế,Xã,389,30,Châu Đốc,1
130334,6285,Vĩnh Châu,Xã,Vĩnh Châu,Xã,389,30,Châu Đốc,1
130463,6294,Cái Dầu,Thị trấn,Cái Dầu,Thị trấn,390,30,Châu Phú,1
130466,6296,Khánh Hòa,Xã,Khánh Hòa,Xã,390,30,Châu Phú,1
130469,6297,Mỹ Đức,Xã,Mỹ Đức,Xã,390,30,Châu Phú,1
130472,6298,Mỹ Phú,Xã,Mỹ Phú,Xã,390,30,Châu Phú,1
130475,6299,Ô Long Vỹ,Xã,Ô Long Vĩ,Xã,390,30,Châu Phú,0.917
130478,6301,Vĩnh Thạnh Trung,Xã,Vĩnh Thạnh Trung,Xã,390,30,Châu Phú,1
130481,6300,Thạnh Mỹ Tây,Xã,Thạnh Mỹ Tây,Xã,390,30,Châu Phú,1
130484,6290,Bình Long,Xã,Bình Long,Xã,390,30,Châu Phú,1
130487,6291,Bình Mỹ,Xã,Bình Mỹ,Xã,390,30,Châu Phú,1
130490,6293,Bình Thủy,Xã,Bình Thủy,Xã,390,30,Châu Phú,1
130493,6295,Đào Hữu Cảnh,Xã,Đạo Hữu Cảnh,Xã,390,30,Châu Phú,0.933
130496,6292,Bình Phú,Xã,Bình Phú,Xã,390,30,Châu Phú,1
130499,6289,Bình Chánh,Xã,Bình Chánh,Xã,390,30,Châu Phú,1
130589,6302,An Châu,Thị trấn,An Châu,Thị trấn,391,30,Châu Thành,1
130592,6303,An Hòa,Xã,An Hòa,Xã,391,30,Châu Thành,1
130595,6306,Cần Đăng,Xã,Cần Đăng,Xã,391,30,Châu Thành,1
130598,6311,Vĩnh Hanh,Xã,Vĩnh Hanh,Xã,391,30,Châu Thành,1
130601,6305,Bình Thạnh,Xã,Bình Thạnh,Xã,391,30,Châu Thành,1
130604,6310,Vĩnh Bình,Xã,Vĩnh Bình,Xã,391,30,Châu Thành,1
130607,6304,Bình Hòa,Xã,Bình Hòa,Xã,391,30,Châu Thành,1
130610,6309,Vĩnh An,Xã,Vĩnh An,Xã,391,30,Châu Thành,1
130613,6307,Hòa Bình Thạnh,Xã,Hòa Bình Thạnh,Xã,391,30,Châu Thành,1
130616,6312,Vĩnh Lợi,Xã,Vĩnh Lợi,Xã,391,30,Châu Thành,1
130619,6313,Vĩnh Nhuận,Xã,Vĩnh Nhuận,Xã,391,30,Châu Thành,1
130622,6308,Tân Phú,Xã,Tân Phú,Xã,391,30,Châu Thành,1
130625,6314,Vĩnh Thành,Xã,Vĩnh Thành,Xã,391,30,Châu Thành,1
130628,6317,Chợ Mới,Thị trấn,Chợ Mới,Thị trấn,392,30,Chợ Mới,1
130631,6330,Mỹ Luông,Thị trấn,Mỹ Luông,Thị trấn,392,30,Chợ Mới,1
130634,6321,Kiến An,Xã,Kiến An,Xã,392,30,Chợ Mới,1
130637,6329,Mỹ Hội Đông,Xã,Mỹ Hội Đông,Xã,392,30,Chợ Mới,1
130640,6323,Long Điền A,Xã,Long Điền A,Xã,392,30,Chợ Mới,1
130643,6332,Tấn Mỹ,Xã,Tấn Mỹ,Xã,392,30,Chợ Mới,1
130646,6324,Long Điền B,Xã,Long Điền B,Xã,392,30,Chợ Mới,1
130649,6322,Kiến Thành,Xã,Kiến Thành,Xã,392,30,Chợ Mới,1
130652,6328,Mỹ Hiệp,Xã,Mỹ Hiệp,Xã,392,30,Chợ Mới,1
130655,6327,Mỹ An,Xã,Mỹ An,Xã,392,30,Chợ Mới,1
130658,6331,Nhơn Mỹ,Xã,Nhơn Mỹ,Xã,392,30,Chợ Mới,1
130661,6325,Long Giang,Xã,Long Giang,Xã,392,30,Chợ Mới,1
130664,6326,Long Kiến,Xã,Long Kiến,Xã,392,30,Chợ Mới,1
130667,6316,Bình Phước Xuân,Xã,Bình Phước Xuân,Xã,392,30,Chợ Mới,1
130670,6315,An Thạnh Trung,Xã,An Thạnh Trung,Xã,392,30,Chợ Mới,1
130673,6320,Hội An,Xã,Hội An,Xã,392,30,Chợ Mới,1
130676,6319,Hòa Bình,Xã,Hòa Bình,Xã,392,30,Chợ Mới,1
130679,6318,Hòa An,Xã,Hòa An,Xã,392,30,Chợ Mới,1
130280,6336,Mỹ Bình,Phường,Mỹ Bình,Phường,393,30,Long Xuyên,1
130283,6340,Mỹ Long,Phường,Mỹ Long,Phường,393,30,Long Xuyên,1
130285,6335,Đông Xuyên,Phường,Đông Xuyên,Phường,393,30,Long Xuyên,1
130286,6345,Mỹ Xuyên,Phường,Mỹ Xuyên,Phường,393,30,Long Xuyên,1
130289,6333,Bình Đức,Phường,Bình Đức,Phường,393,30,Long Xuyên,1
130292,6334,Bình Khánh,Phường,Bình Khánh,Phường,393,30,Long Xuyên,1
130295,6341,Mỹ Phước,Phường,Mỹ Phước,Phường,393,30,Long Xuyên,1
130298,6342,Mỹ Quý,Phường,Mỹ Quý,Phường,393,30,Long Xuyên,1
130301,6344,Mỹ Thới,Phường,Mỹ Thới,Phường,393,30,Long Xuyên,1
130304,6343,Mỹ Thạnh,Phường,Mỹ Thạnh,Phường,393,30,Long Xuyên,1
130307,6337,Mỹ Hòa,Phường,Mỹ Hòa,Phường,393,30,Long Xuyên,1
130310,6339,Mỹ Khánh,Xã,Mỹ Khánh,Xã,393,30,Long Xuyên,1
130313,6338,Mỹ Hoà Hưng,Xã,Mỹ Hòa Hưng,Xã,393,30,Long Xuyên,1.0
130406,6357,Phú Mỹ,Thị trấn,Phú Mỹ,Thị trấn,394,30,Phú Tân,1
130409,6347,Chợ Vàm,Thị trấn,Chợ Vàm,Thị trấn,394,30,Phú Tân,1
130415,6350,Long Hoà,Xã,Long Hòa,Xã,394,30,Phú Tân,1.0
130418,6356,Phú Long,Xã,Phú Long,Xã,394,30,Phú Tân,1
130421,6355,Phú Lâm,Xã,Phú Lâm,Xã,394,30,Phú Tân,1
130424,6353,Phú Hiệp,Xã,Phú Hiệp,Xã,394,30,Phú Tân,1
130427,6359,Phú Thạnh,Xã,Phú Thạnh,Xã,394,30,Phú Tân,1
130430,6349,Hoà Lạc,Xã,Hòa Lạc,Xã,394,30,Phú Tân,1.0
130433,6358,Phú Thành,Xã,Phú Thành,Xã,394,30,Phú Tân,1
130436,6351,Phú An,Xã,Phú An,Xã,394,30,Phú Tân,1
130439,6361,Phú Xuân,Xã,Phú Xuân,Xã,394,30,Phú Tân,1
130442,6348,Hiệp Xương,Xã,Hiệp Xương,Xã,394,30,Phú Tân,1
130445,6352,Phú Bình,Xã,Phú Bình,Xã,394,30,Phú Tân,1
130448,6360,Phú Thọ,Xã,Phú Thọ,Xã,394,30,Phú Tân,1
130451,6354,Phú Hưng,Xã,Phú Hưng,Xã,394,30,Phú Tân,1
130454,6346,Bình Thạnh Đông,Xã,Bình Thạnh Đông,Xã,394,30,Phú Tân,1
130457,6362,Tân Hòa,Xã,Tân Hòa,Xã,394,30,Phú Tân,1
130460,6363,Tân Trung,Xã,Tân Trung,Xã,394,30,Phú Tân,1
130376,6371,Long Thạnh,Phường,Long Thạnh,Phường,395,30,Tân Châu,1
130377,6368,Long Hưng,Phường,Long Hưng,Phường,395,30,Tân Châu,1
130378,6367,Long Châu,Phường,Long Châu,Phường,395,30,Tân Châu,1
130379,6372,Phú Lộc,Xã,Phú Lộc,Xã,395,30,Tân Châu,1
130382,6377,Vĩnh Xương,Xã,Vĩnh Xương,Xã,395,30,Tân Châu,1
130385,6376,Vĩnh Hòa,Xã,Vĩnh Hòa,Xã,395,30,Tân Châu,1
130387,6375,Tân Thạnh,Xã,Tân Thạnh,Xã,395,30,Tân Châu,1
130388,6374,Tân An,Xã,Tân An,Xã,395,30,Tân Châu,1
130391,6366,Long An,Xã,Long An,Xã,395,30,Tân Châu,1
130394,6369,Long Phú,Phường,Long Phú,Phường,395,30,Tân Châu,1
130397,6364,Châu Phong,Xã,Châu Phong,Xã,395,30,Tân Châu,1
130400,6373,Phú Vĩnh,Xã,Phú Vĩnh,Xã,395,30,Tân Châu,1
130403,6365,Lê Chánh,Xã,Lê Chánh,Xã,395,30,Tân Châu,1
130412,6370,Long Sơn,Phường,Long Sơn,Phường,395,30,Tân Châu,1
130682,6383,Núi Sập,Thị trấn,Núi Sập,Thị trấn,396,30,Thoại Sơn,1
130685,6385,Phú Hoà,Thị trấn,Phú Hòa,Thị trấn,396,30,Thoại Sơn,1.0
130688,6384,Thị Trấn Óc Eo,Thị trấn,Óc Eo,Thị trấn,396,30,Thoại Sơn,1.0
130691,6387,Tây Phú,Xã,Tây Phú,Xã,396,30,Thoại Sơn,1
130692,6378,An Bình,Xã,An Bình,Xã,396,30,Thoại Sơn,1
130694,6391,Vĩnh Phú,Xã,Vĩnh Phú,Xã,396,30,Thoại Sơn,1
130697,6392,Vĩnh Trạch,Xã,Vĩnh Trạch,Xã,396,30,Thoại Sơn,1
130700,6386,Phú Thuận,Xã,Phú Thuận,Xã,396,30,Thoại Sơn,1
130703,6389,Vĩnh Chánh,Xã,Vĩnh Chánh,Xã,396,30,Thoại Sơn,1
130706,6380,Định Mỹ,Xã,Định Mỹ,Xã,396,30,Thoại Sơn,1
130709,6381,Định Thành,Xã,Định Thành,Xã,396,30,Thoại Sơn,1
130712,6382,Mỹ Phú Đông,Xã,Mỹ Phú Đông,Xã,396,30,Thoại Sơn,1
130715,6393,Vọng Đông,Xã,Vọng Đông,Xã,396,30,Thoại Sơn,1
130718,6390,Vĩnh Khánh,Xã,Vĩnh Khánh,Xã,396,30,Thoại Sơn,1
130721,6388,Thoại Giang,Xã,Thoại Giang,Xã,396,30,Thoại Sơn,1
130724,6379,Bình Thành,Xã,Bình Thành,Xã,396,30,Thoại Sơn,1
130727,6394,Vọng Thê,Xã,Vọng Thê,Xã,396,30,Thoại Sơn,1
130502,6400,Nhà Bàng,Thị trấn,Nhà Bàng,Thị trấn,397,30,Tịnh Biên,1
130505,6399,Chi Lăng,Thị trấn,Chi Lăng,Thị trấn,397,30,Tịnh Biên,1
130508,6402,Núi Voi,Xã,Núi Voi,Xã,397,30,Tịnh Biên,1
130511,6401,Nhơn Hưng,Xã,Nhơn Hưng,Xã,397,30,Tịnh Biên,1
130514,6398,An Phú,Xã,An Phú,Xã,397,30,Tịnh Biên,1
130517,6405,Thới Sơn,Xã,Thới Sơn,Xã,397,30,Tịnh Biên,1
130520,6406,Tịnh Biên,Thị trấn,Tịnh Biên,Thị trấn,397,30,Tịnh Biên,1
130523,6407,Văn Giáo,Xã,Văn Giáo,Xã,397,30,Tịnh Biên,1
130526,6395,An Cư,Xã,An Cư,Xã,397,30,Tịnh Biên,1
130529,6397,An Nông,Xã,An Nông,Xã,397,30,Tịnh Biên,1
130532,6408,Vĩnh Trung,Xã,Vĩnh Trung,Xã,397,30,Tịnh Biên,1
130535,6404,Tân Lợi,Xã,Tân Lợi,Xã,397,30,Tịnh Biên,1
130538,6396,An Hảo,Xã,An Hảo,Xã,397,30,Tịnh Biên,1
130541,6403,Tân Lập,Xã,Tân Lập,Xã,397,30,Tịnh Biên,1
130544,6421,Tri Tôn,Thị trấn,Tri Tôn,Thị trấn,398,30,Tri Tôn,1
130547,6410,Ba Chúc,Thị trấn,Ba Chúc,Thị trấn,398,30,Tri Tôn,1
130550,6413,Lạc Quới,Xã,Lạc Quới,Xã,398,30,Tri Tôn,1
130553,6414,Lê Trì,Xã,Lê Trì,Xã,398,30,Tri Tôn,1
130556,6422,Vĩnh Gia,Xã,Vĩnh Gia,Xã,398,30,Tri Tôn,1
130559,6423,Vĩnh Phước,Xã,Vĩnh Phước,Xã,398,30,Tri Tôn,1
130562,6411,Châu Lăng,Xã,Châu Lăng,Xã,398,30,Tri Tôn,1
130565,6416,Lương Phi,Xã,Lương Phi,Xã,398,30,Tri Tôn,1
130568,6415,Lương An Trà,Xã,Lương An Trà,Xã,398,30,Tri Tôn,1
130571,6419,Tà Đảnh,Xã,Tà Đảnh,Xã,398,30,Tri Tôn,1
130574,6417,Núi Tô,Xã,Núi Tô,Xã,398,30,Tri Tôn,1
130577,6409,An Tức,Xã,An Tức,Xã,398,30,Tri Tôn,1
130580,6412,Cô Tô,Xã,Cô Tô,Xã,398,30,Tri Tôn,1
130583,6420,Tân Tuyến,Xã,Tân Tuyến,Xã,398,30,Tri Tôn,1
130586,6418,Ô Lâm,Xã,Ô Lâm,Xã,398,30,Tri Tôn,1
126548,2060,Phước Hưng,Phường,Phước Hưng,Phường,139,10,Bà Rịa,1
126551,2059,Phước Hiệp,Phường,Phước Hiệp,Phường,139,10,Bà Rịa,1
126554,2061,Phước Nguyên,Phường,Phước Nguyên,Phường,139,10,Bà Rịa,1
126557,2058,Long Toàn,Phường,Long Toàn,Phường,139,10,Bà Rịa,1
126558,2057,Long Tâm,Phường,Long Tâm,Phường,139,10,Bà Rịa,1
126560,2062,Phước Trung,Phường,Phước Trung,Phường,139,10,Bà Rịa,1
126563,2055,Long Hương,Phường,Long Hương,Phường,139,10,Bà Rịa,1
126566,2054,Kim Dinh,Phường,Kim Dinh,Phường,139,10,Bà Rịa,1
126567,2063,Tân Hưng,Xã,Tân Hưng,Xã,139,10,Bà Rịa,1
126569,2056,Long Phước,Xã,Long Phước,Xã,139,10,Bà Rịa,1
126572,2053,Hoà Long,Xã,Hòa Long,Xã,139,10,Bà Rịa,1.0
126574,2064,Bàu Chinh,Xã,Bàu Chinh,Xã,140,10,Châu Đức,1
126575,2072,Ngãi Giao,Thị trấn,Ngãi Giao,Thị trấn,140,10,Châu Đức,1
126578,2065,Bình Ba,Xã,Bình Ba,Xã,140,10,Châu Đức,1
126581,2076,Suối Nghệ,Xã,Suối Nghệ,Xã,140,10,Châu Đức,1
126584,2079,Xuân Sơn,Xã,Xuân Sơn,Xã,140,10,Châu Đức,1
126587,2075,Sơn Bình,Xã,Sơn Bình,Xã,140,10,Châu Đức,1
126590,2066,Bình Giã,Xã,Bình Giã,Xã,140,10,Châu Đức,1
126593,2067,Bình Trung,Xã,Bình Trung,Xã,140,10,Châu Đức,1
126596,2078,Xà Bang,Xã,Xà Bang,Xã,140,10,Châu Đức,1
126599,2068,Cù Bị,Xã,Cù Bị,Xã,140,10,Châu Đức,1
126602,2071,Láng Lớn,Xã,Láng Lớn,Xã,140,10,Châu Đức,1
126605,2074,Quảng Thành,Xã,Quảng Thành,Xã,140,10,Châu Đức,1
126608,2070,Kim Long,Xã,Kim Long,Xã,140,10,Châu Đức,1
126611,2077,Suối Rao,Xã,Suối Rao,Xã,140,10,Châu Đức,1
126614,2069,Đá Bạc,Xã,Đá Bạc,Xã,140,10,Châu Đức,1
126617,2073,Nghĩa Thành,Xã,Nghĩa Thành,Xã,140,10,Châu Đức,1
126680,2080,Đất Đỏ,Thị trấn,Đất Đỏ,Thị trấn,142,10,Đất Đỏ,1
126683,2087,Phước Long Thọ,Xã,Phước Long Thọ,Xã,142,10,Đất Đỏ,1
126686,2086,Phước Hội,Xã,Phước Hội,Xã,142,10,Đất Đỏ,1
126689,2083,Long Mỹ,Xã,Long Mỹ,Xã,142,10,Đất Đỏ,1
126692,2085,Phước Hải,Thị trấn,Phước Hải,Thị trấn,142,10,Đất Đỏ,1
126695,2084,Long Tân,Xã,Long Tân,Xã,142,10,Đất Đỏ,1
126698,,Xã Láng Dài,Xã,,Xã,1753,,Huyện Đất Đỏ,
126701,2082,Lộc An,Xã,Lộc An,Xã,142,10,Đất Đỏ,1
,2081,,,Láng Dài,Xã,142,10,Đất Đỏ,
126659,2090,Long Điền,Thị trấn,Long Điền,Xã,143,10,Long Điền,Sai prefix
126662,2091,Long Hải,Thị trấn,Long Hải,Thị trấn,143,10,Long Điền,1
126665,2088,An Ngãi,Xã,An Ngãi,Xã,143,10,Long Điền,1
126668,2094,Tam Phước,Xã,Tam Phước,Xã,143,10,Long Điền,1
126671,2089,An Nhứt,Xã,An Nhứt,Xã,143,10,Long Điền,1
126674,2093,Phước Tỉnh,Xã,Phước Tỉnh,Xã,143,10,Long Điền,1
126677,2092,Phước Hưng,Xã,Phước Hưng,Xã,143,10,Long Điền,1
126704,2098,Phú Mỹ,Thị trấn,Phú Mỹ,Xã,144,10,Tân Thành,Sai prefix
126707,2103,Tân Hoà,Xã,Tân Hòa,Xã,144,10,Tân Thành,1.0
126710,2102,Tân Hải,Xã,Tân Hải,Xã,144,10,Tân Thành,1
126713,2099,Phước Hoà,Xã,Phước Hòa,Xã,144,10,Tân Thành,1.0
126716,2104,Tân Phước,Xã,Tân Phước,Phường,144,10,Tân Thành,Sai prefix
126719,2097,Mỹ Xuân,Xã,Mỹ Xuân,Xã,144,10,Tân Thành,1
126722,2101,Sông Xoài,Xã,Sông Xoài,Xã,144,10,Tân Thành,1
126725,2096,Hắc Dịch,Xã,Hắc Dịch,Xã,144,10,Tân Thành,1
126728,2095,Châu Pha,Xã,Châu Pha,Xã,144,10,Tân Thành,1
126731,2105,Tóc Tiên,Xã,Tóc Tiên,Xã,144,10,Tân Thành,1
,2100,,,Phước Lộc,Xã,144,10,Tân Thành,
126506,2106,1,Phường,1,Phường,145,10,Vũng Tàu,1
126508,2123,Thắng Tam,Phường,Thắng Tam,Phường,145,10,Vũng Tàu,1
126509,2110,2,Phường,2,Phường,145,10,Vũng Tàu,1
126512,2111,3,Phường,3,Phường,145,10,Vũng Tàu,1
126515,2112,4,Phường,4,Phường,145,10,Vũng Tàu,1
126518,2113,5,Phường,5,Phường,145,10,Vũng Tàu,1
126521,2122,Thắng Nhì,Phường,Thắng Nhì,Phường,145,10,Vũng Tàu,1
126524,2115,7,Phường,7,Phường,145,10,Vũng Tàu,1
126526,2119,Nguyễn An Ninh,Phường,Nguyễn An Ninh,Phường,145,10,Vũng Tàu,1
126527,2116,8,Phường,8,Phường,145,10,Vũng Tàu,1
126530,2117,9,Phường,9,Phường,145,10,Vũng Tàu,1
126533,2121,Thắng Nhất,Phường,Thắng Nhất,Phường,145,10,Vũng Tàu,1
126535,2120,Rạch Dừa,Phường,Rạch Dừa,Phường,145,10,Vũng Tàu,1
126536,2107,10,Phường,10,Phường,145,10,Vũng Tàu,1
126539,2108,11,Phường,11,Phường,145,10,Vũng Tàu,1
126542,2109,12,Phường,12,Phường,145,10,Vũng Tàu,1
126545,2118,Long Sơn,Xã,Long Sơn,Xã,145,10,Vũng Tàu,1
,2114,,,6,Phường,145,10,Vũng Tàu,
126620,2132,Phước Bửu,Thị trấn,Phước Bửu,Xã,146,10,Xuyên Mộc,Sai prefix
126623,2134,Phước Thuận,Xã,Phước Thuận,Xã,146,10,Xuyên Mộc,1
126626,2133,Phước Tân,Xã,Phước Tân,Xã,146,10,Xuyên Mộc,1
126629,2136,Xuyên Mộc,Xã,Xuyên Mộc,Xã,146,10,Xuyên Mộc,1
126632,2126,Bông Trang,Xã,Bông Trang,Xã,146,10,Xuyên Mộc,1
126635,2135,Tân Lâm,Xã,Tân Lâm,Xã,146,10,Xuyên Mộc,1
126638,2124,Bàu Lâm,Xã,Bàu Lâm,Xã,146,10,Xuyên Mộc,1
126641,2128,Hòa Bình,Xã,Hòa Bình,Xã,146,10,Xuyên Mộc,1
126644,2131,Hòa Hưng,Xã,Hòa Hưng,Xã,146,10,Xuyên Mộc,1
126647,2129,Hòa Hiệp,Xã,Hòa Hiệp,Xã,146,10,Xuyên Mộc,1
126650,2130,Hòa Hội,Xã,Hòa Hội,Xã,146,10,Xuyên Mộc,1
126653,2127,Bưng Riềng,Xã,Bưng Riềng,Xã,146,10,Xuyên Mộc,1
126656,2125,Bình Châu,Xã,Bình Châu,Xã,146,10,Xuyên Mộc,1
107201,5836,Thọ Xương,Phường,Thọ Xương,Phường,367,28,Bắc Giang,1
107204,5837,Trần Nguyên Hãn,Phường,Trần Nguyên Hãn,Phường,367,28,Bắc Giang,1
107207,5831,Ngô Quyền,Phường,Ngô Quyền,Phường,367,28,Bắc Giang,1
107210,5828,Hoàng Văn Thụ,Phường,Hoàng Văn Thụ,Phường,367,28,Bắc Giang,1
107213,5838,Trần Phú,Phường,Trần Phú,Phường,367,28,Bắc Giang,1
107216,5830,Mỹ Độ,Phường,Mỹ Độ,Phường,367,28,Bắc Giang,1
107219,5829,Lê Lợi,Phường,Lê Lợi,Phường,367,28,Bắc Giang,1
107222,5833,Song Mai,Xã,Song Mai,Xã,367,28,Bắc Giang,1
107225,5839,Xương Giang,Phường,Xương Giang,Phường,367,28,Bắc Giang,1
107228,5824,Đa Mai,Phường,Đa Mai,Xã,367,28,Bắc Giang,Sai prefix
107231,5825,Dĩnh Kế,Phường,Dĩnh Kế,Xã,367,28,Bắc Giang,Sai prefix
107441,5826,Dĩnh Trì,Xã,Dĩnh Trì,Xã,367,28,Bắc Giang,1
107687,5834,Tân Mỹ,Xã,Tân Mỹ,Xã,367,28,Bắc Giang,1
107696,5827,Đồng Sơn,Xã,Đồng Sơn,Xã,367,28,Bắc Giang,1
107699,5835,Tân Tiến,Xã,Tân Tiến,Xã,367,28,Bắc Giang,1
107705,5832,Song Khê,Xã,Song Khê,Xã,367,28,Bắc Giang,1
107810,5863,Thắng,Thị trấn,Thắng,Thị trấn,368,28,Hiệp Hòa,1
107813,5847,Đồng Tân,Xã,Đồng Tân,Xã,368,28,Hiệp Hòa,1
107816,5864,Thanh Vân,Xã,Thanh Vân,Xã,368,28,Hiệp Hòa,1
107819,5851,Hoàng Lương,Xã,Hoàng Lương,Xã,368,28,Hiệp Hòa,1
107822,5853,Hoàng Vân,Xã,Hoàng Vân,Xã,368,28,Hiệp Hòa,1
107825,5852,Hoàng Thanh,Xã,Hoàng Thanh,Xã,368,28,Hiệp Hòa,1
107828,5850,Hoàng An,Xã,Hoàng An,Xã,368,28,Hiệp Hòa,1
107831,5860,Ngọc Sơn,Xã,Ngọc Sơn,Xã,368,28,Hiệp Hòa,1
107834,5862,Thái Sơn,Xã,Thái Sơn,Xã,368,28,Hiệp Hòa,1
107837,5849,Hòa Sơn,Xã,Hòa Sơn,Xã,368,28,Hiệp Hòa,1
107840,5848,Đức Thắng,Xã,Đức Thắng,Xã,368,28,Hiệp Hòa,1
107843,5861,Quang Minh,Xã,Quang Minh,Xã,368,28,Hiệp Hòa,1
107846,5857,Lương Phong,Xã,Lương Phong,Xã,368,28,Hiệp Hòa,1
107849,5855,Hùng Sơn,Xã,Hùng Sơn,Xã,368,28,Hiệp Hòa,1
107852,5843,Đại Thành,Xã,Đại Thành,Xã,368,28,Hiệp Hòa,1
107855,5865,Thường Thắng,Xã,Thường Thắng,Xã,368,28,Hiệp Hòa,1
107858,5854,Hợp Thịnh,Xã,Hợp Thịnh,Xã,368,28,Hiệp Hòa,1
107861,5844,Danh Thắng,Xã,Danh Thắng,Xã,368,28,Hiệp Hòa,1
107864,5859,Mai Trung,Xã,Mai Trung,Xã,368,28,Hiệp Hòa,1
107867,5845,Đoan Bái,Xã,Đoan Bái,Xã,368,28,Hiệp Hòa,1
107870,5840,Bắc Lý,Xã,Bắc Lý,Xã,368,28,Hiệp Hòa,1
107873,5866,Xuân Cẩm,Xã,Xuân Cẩm,Xã,368,28,Hiệp Hòa,1
107876,5856,Hương Lâm,Xã,Hương Lâm,Xã,368,28,Hiệp Hòa,1
107879,5846,Đông Lỗ,Xã,Đông Lỗ,Xã,368,28,Hiệp Hòa,1
107882,5842,Châu Minh,Xã,Châu Minh,Xã,368,28,Hiệp Hòa,1
107885,5858,Mai Đình,Xã,Mai Đình,Xã,368,28,Hiệp Hòa,1
,5841,,,Bách Nhẫn,Thị trấn,368,28,Hiệp Hòa,
107369,5873,Kép,Thị trấn,Kép,Thị trấn,369,28,Lạng Giang,1
107375,5886,Vôi,Thị trấn,Vôi,Thị trấn,369,28,Lạng Giang,1
107378,5876,Nghĩa Hòa,Xã,Nghĩa Hòa,Xã,369,28,Lạng Giang,1
107381,5877,Nghĩa Hưng,Xã,Nghĩa Hưng,Xã,369,28,Lạng Giang,1
107384,5879,Quang Thịnh,Xã,Quang Thịnh,Xã,369,28,Lạng Giang,1
107387,5872,Hương Sơn,Xã,Hương Sơn,Xã,369,28,Lạng Giang,1
107390,5869,Đào Mỹ,Xã,Đào Mỹ,Xã,369,28,Lạng Giang,1
107393,5885,Tiên Lục,Xã,Tiên Lục,Xã,369,28,Lạng Giang,1
107396,5867,An Hà,Xã,An Hà,Xã,369,28,Lạng Giang,1
107399,5883,Tân Thịnh,Xã,Tân Thịnh,Xã,369,28,Lạng Giang,1
107402,5874,Mỹ Hà,Xã,Mỹ Hà,Xã,369,28,Lạng Giang,1
107405,5871,Hương Lạc,Xã,Hương Lạc,Xã,369,28,Lạng Giang,1
107408,5870,Dương Đức,Xã,Dương Đức,Xã,369,28,Lạng Giang,1
107411,5882,Tân Thanh,Xã,Tân Thanh,Xã,369,28,Lạng Giang,1
107414,5889,Yên Mỹ,Xã,Yên Mỹ,Xã,369,28,Lạng Giang,1
107417,5881,Tân Hưng,Xã,Tân Hưng,Xã,369,28,Lạng Giang,1
107420,5875,Mỹ Thái,Xã,Mỹ Thái,Xã,369,28,Lạng Giang,1
107423,5878,Phi Mô,Xã,Phi Mô,Xã,369,28,Lạng Giang,1
107426,5888,Xương Lâm,Xã,Xương Lâm,Xã,369,28,Lạng Giang,1
107429,5887,Xuân Hương,Xã,Xuân Hương,Xã,369,28,Lạng Giang,1
107432,5880,Tân Dĩnh,Xã,Tân Dĩnh,Xã,369,28,Lạng Giang,1
107435,5868,Đại Lâm,Xã,Đại Lâm,Xã,369,28,Lạng Giang,1
107438,5884,Thái Đào,Xã,Thái Đào,Xã,369,28,Lạng Giang,1
107444,5898,Đồi Ngô,Thị trấn,Đồi Ngô,Thị trấn,370,28,Lục Nam,1
107447,5904,Lục Nam,Thị trấn,Lục Nam,Thị trấn,370,28,Lục Nam,1
107450,5899,Đông Hưng,Xã,Đông Hưng,Xã,370,28,Lục Nam,1
107453,5900,Đông Phú,Xã,Đông Phú,Xã,370,28,Lục Nam,1
107456,5908,Tam Dị,Xã,Tam Dị,Xã,370,28,Lục Nam,1
