DB16_ID,AS_ID,DB16_NAME,DB16_PREFIX,AS_NAME,AS_PREFIX,P_ID,PROVINCE_ID,P_NAME,NOTE
103226,10403,Tả Sìn Thàng,Xã,Tả Sìn Thàng,Xã,657,58,Tủa Chùa,1
103229,10396,Lao Xả Phình,Xã,Lao Xả Phình,Xã,657,58,Tủa Chùa,1
103232,10402,Tả Phìn,Xã,Tả Phìn,Xã,657,58,Tủa Chùa,1
103235,10406,Tủa Thàng,Xã,Tủa Thàng,Xã,657,58,Tủa Chùa,1
103238,10404,Trung Thu,Xã,Trung Thu,Xã,657,58,Tủa Chùa,1
103241,10401,Sính Phình,Xã,Sính Phình,Xã,657,58,Tủa Chùa,1
103244,10399,Sáng Nhè,Xã,Sáng Nhè,Xã,657,58,Tủa Chùa,1
103247,10398,Mường Đun,Xã,Mường Đun,Xã,657,58,Tủa Chùa,1
103250,10397,Mường Báng,Xã,Mường Báng,Xã,657,58,Tủa Chùa,1
103253,10425,Tuần Giáo,Thị trấn,Tuần Giáo,Thị trấn,658,58,Tuần Giáo,1
103259,10415,Phình Sáng,Xã,Phình Sáng,Xã,658,58,Tuần Giáo,1
103260,10421,Rạng Đông,Xã,Rạng Đông,Xã,658,58,Tuần Giáo,1
103262,10409,Mùn Chung,Xã,Mùn Chung,Xã,658,58,Tuần Giáo,1
103263,10414,Nà Tòng,Xã,Nà Tòng,Xã,658,58,Tuần Giáo,1
103265,10422,Ta Ma,Xã,Ta Ma,Xã,658,58,Tuần Giáo,1
103268,10411,Mường Mùn,Xã,Mường Mùn,Xã,658,58,Tuần Giáo,1
103269,10417,Pú Xi,Xã,Pú Xi,Xã,658,58,Tuần Giáo,1
103271,10416,Pú Nhung,Xã,Pú Nhung,Xã,658,58,Tuần Giáo,1
103274,10419,Quài Nưa,Xã,Quài Nưa,Xã,658,58,Tuần Giáo,1
103277,10412,Mường Thín,Xã,Mường Thín,Xã,658,58,Tuần Giáo,1
103280,10424,Tỏa Tình,Xã,Tỏa Tình,Xã,658,58,Tuần Giáo,1
103283,10413,Nà Sáy,Xã,Nà Sáy,Xã,658,58,Tuần Giáo,1
103284,10410,Mường Khong,Xã,Mường Khong,Xã,658,58,Tuần Giáo,1
103289,10418,Quài Cang,Xã,Quài Cang,Xã,658,58,Tuần Giáo,1
103295,10420,Quài Tở,Xã,Quài Tở,Xã,658,58,Tuần Giáo,1
103298,10408,Chiềng Sinh,Xã,Chiềng Sinh,Xã,658,58,Tuần Giáo,1
103299,10407,Chiềng Đông,Xã,Chiềng Đông,Xã,658,58,Tuần Giáo,1
103304,10423,Tênh Phông,Xã,Tênh Phông,Xã,658,58,Tuần Giáo,1
125993,1095,Trảng Dài,Phường,Trảng Dài,Phường,71,5,Biên Hòa,1
125996,1090,Tân Phong,Phường,Tân Phong,Phường,71,5,Biên Hòa,1
125999,1084,Tân Biên,Phường,Tân Biên,Phường,71,5,Biên Hòa,1
126002,1072,Hố Nai,Phường,Hố Nai,Phường,71,5,Biên Hòa,1
126005,1087,Tân Hòa,Phường,Tân Hòa,Phường,71,5,Biên Hòa,1
126008,1086,Tân Hiệp,Phường,Tân Hiệp,Phường,71,5,Biên Hòa,1
126011,1069,Bửu Long,Phường,Bửu Long,Phường,71,5,Biên Hòa,1
126014,1091,Tân Tiến,Phường,Tân Tiến,Phường,71,5,Biên Hòa,1
126017,1081,Tam Hiệp,Phường,Tam Hiệp,Phường,71,5,Biên Hòa,1
126020,1075,Long Bình,Phường,Long Bình,Phường,71,5,Biên Hòa,1
126023,1079,Quang Vinh,Phường,Quang Vinh,Phường,71,5,Biên Hòa,1
126026,1089,Tân Mai,Phường,Tân Mai,Phường,71,5,Biên Hòa,1
126029,1094,Thống Nhất,Phường,Thống Nhất,Phường,71,5,Biên Hòa,1
126032,1096,Trung Dũng,Phường,Trung Dũng,Phường,71,5,Biên Hòa,1
126035,1082,Tam Hòa,Phường,Tam Hòa,Phường,71,5,Biên Hòa,1
126038,1074,Hòa Bình,Phường,Hòa Bình,Phường,71,5,Biên Hòa,1
126041,1080,Quyết Thắng,Phường,Quyết Thắng,Phường,71,5,Biên Hòa,1
126044,1093,Thanh Bình,Phường,Thanh Bình,Phường,71,5,Biên Hòa,1
126047,1067,Bình Đa,Phường,Bình Đa,Phường,71,5,Biên Hòa,1
126050,1064,An Bình,Phường,An Bình,Phường,71,5,Biên Hòa,1
126053,1068,Bửu Hòa,Phường,Bửu Hòa,Phường,71,5,Biên Hòa,1
126056,1076,Long Bình Tân,Phường,Long Bình Tân,Phường,71,5,Biên Hòa,1
126059,1092,Tân Vạn,Phường,Tân Vạn,Phường,71,5,Biên Hòa,1
126062,1085,Tân Hạnh,Xã,Tân Hạnh,Xã,71,5,Biên Hòa,1
126065,1070,Hiệp Hòa,Xã,Hiệp Hòa,Xã,71,5,Biên Hòa,1
126068,1073,Hóa An,Xã,Hóa An,Phường,71,5,Biên Hòa,Sai prefix
126371,1065,An Hoà,Xã,An Hòa,Xã,71,5,Biên Hòa,1.0
126374,1083,Tam Phước,Xã,Tam Phước,Xã,71,5,Biên Hòa,1
126377,1078,Phước Tân,Xã,Phước Tân,Xã,71,5,Biên Hòa,1
126380,1077,Long Hưng,Xã,Long Hưng,Xã,71,5,Biên Hòa,1
,1066,,,Bàu Hang,Phường,71,5,Biên Hòa,
,1071,,,Hố Cạn,Phường,71,5,Biên Hòa,
,1088,,,Tân Long,Phường,71,5,Biên Hòa,
126329,1101,Sông Nhạn,Xã,Sông Nhạn,Xã,72,5,Cẩm Mỹ,1
126332,1108,Xuân Quế,Xã,Xuân Quế,Xã,72,5,Cẩm Mỹ,1
126335,1100,Nhân Nghĩa,Xã,Nhân Nghĩa,Xã,72,5,Cẩm Mỹ,1
126338,1106,Xuân Đường,Xã,Xuân Đường,Xã,72,5,Cẩm Mỹ,1
126341,1099,Long Giao,Xã,Long Giao,Thị trấn,72,5,Cẩm Mỹ,Sai prefix
126344,1107,Xuân Mỹ,Xã,Xuân Mỹ,Xã,72,5,Cẩm Mỹ,1
126347,1103,Thừa Đức,Xã,Thừa Đức,Xã,72,5,Cẩm Mỹ,1
126350,1097,Bảo Bình,Xã,Bảo Bình,Xã,72,5,Cẩm Mỹ,1
126353,1104,Xuân Bảo,Xã,Xuân Bảo,Xã,72,5,Cẩm Mỹ,1
126356,1109,Xuân Tây,Xã,Xuân Tây,Xã,72,5,Cẩm Mỹ,1
126359,1105,Xuân Đông,Xã,Xuân Đông,Xã,72,5,Cẩm Mỹ,1
126362,1102,Sông Ray,Xã,Sông Ray,Xã,72,5,Cẩm Mỹ,1
126365,1098,Lâm San,Xã,Lâm San,Xã,72,5,Cẩm Mỹ,1
126206,1110,Định Quán,Thị trấn,Định Quán,Thị trấn,73,5,Định Quán,1
126209,1122,Thanh Sơn,Xã,Thanh Sơn,Xã,73,5,Định Quán,1
126212,1118,Phú Tân,Xã,Phú Tân,Xã,73,5,Định Quán,1
126215,1120,Phú Vinh,Xã,Phú Vinh,Xã,73,5,Định Quán,1
126218,1116,Phú Lợi,Xã,Phú Lợi,Xã,73,5,Định Quán,1
126221,1115,Phú Hòa,Xã,Phú Hoà,Xã,73,5,Định Quán,1.0
126224,1113,Ngọc Định,Xã,Ngọc Định,Xã,73,5,Định Quán,1
126227,1112,La Ngà,Xã,La Ngà,Xã,73,5,Định Quán,1
126230,1111,Gia Canh,Xã,Gia Canh,Xã,73,5,Định Quán,1
126233,1117,Phú Ngọc,Xã,Phú Ngọc,Xã,73,5,Định Quán,1
126236,1114,Phú Cường,Xã,Phú Cường,Xã,73,5,Định Quán,1
126239,1123,Túc Trưng,Xã,Túc Trưng,Xã,73,5,Định Quán,1
126242,1119,Phú Túc,Xã,Phú Túc,Xã,73,5,Định Quán,1
126245,1121,Suối Nho,Xã,Suối Nho,Xã,73,5,Định Quán,1
126071,1139,Xuân Trung,Phường,Xuân Trung,Phường,74,5,Long Khánh,1
126074,1138,Xuân Thanh,Phường,Xuân Thanh,Phường,74,5,Long Khánh,1
126077,1134,Xuân Bình,Phường,Xuân Bình,Phường,74,5,Long Khánh,1
126080,1133,Xuân An,Phường,Xuân An,Phường,74,5,Long Khánh,1
126083,1135,Xuân Hoà,Phường,Xuân Hòa,Phường,74,5,Long Khánh,1.0
126086,1131,Phú Bình,Phường,Phú Bình,Phường,74,5,Long Khánh,1
126089,1129,Bình Lộc,Xã,Bình Lộc,Xã,74,5,Long Khánh,1
126092,1125,Bảo Quang,Xã,Bảo Quang,Xã,74,5,Long Khánh,1
126095,1132,Suối Tre,Xã,Suối Tre,Xã,74,5,Long Khánh,1
126098,1126,Bảo Vinh,Xã,Bảo Vinh,Xã,74,5,Long Khánh,1
126101,1136,Xuân Lập,Xã,Xuân Lập,Xã,74,5,Long Khánh,1
126104,1127,Bàu Sen,Xã,Bàu Sen,Xã,74,5,Long Khánh,1
126107,1128,Bàu Trâm,Xã,Bàu Trâm,Xã,74,5,Long Khánh,1
126110,1137,Xuân Tân,Xã,Xuân Tân,Xã,74,5,Long Khánh,1
126113,1130,Hàng Gòn,Xã,Hàng Gòn,Xã,74,5,Long Khánh,1
,1124,,,Bảo Hoà,Xã,74,5,Long Khánh,
126368,1149,Long Thành,Thị trấn,Long Thành,Thị trấn,75,5,Long Thành,1
126383,1140,An Phước,Xã,An Phước,Xã,75,5,Long Thành,1
126386,1142,Bình An,Xã,Bình An,Xã,75,5,Long Thành,1
126389,1147,Long Đức,Xã,Long Đức,Xã,75,5,Long Thành,1
126392,1145,Lộc An,Xã,Lộc An,Xã,75,5,Long Thành,1
126395,1143,Bình Sơn,Xã,Bình Sơn,Xã,75,5,Long Thành,1
126398,1154,Tam An,Xã,Tam An,Xã,75,5,Long Thành,1
126401,1144,Cẩm Đường,Xã,Cẩm Đường,Xã,75,5,Long Thành,1
126404,1146,Long An,Xã,Long An,Xã,75,5,Long Thành,1
126407,1153,Suối Trầu,Xã,Suối Trầu,Xã,75,5,Long Thành,1
126410,1141,Bàu Cạn,Xã,Bàu Cạn,Xã,75,5,Long Thành,1
126413,1148,Long Phước,Xã,Long Phước,Xã,75,5,Long Thành,1
126416,1150,Phước Bình,Xã,Phước Bình,Xã,75,5,Long Thành,1
126419,1155,Tân Hiệp,Xã,Tân Hiệp,Xã,75,5,Long Thành,1
126422,1152,Phước Thái,Xã,Phước Thái,Xã,75,5,Long Thành,1
,1151,,,Phước Tân,Xã,75,5,Long Thành,
126470,1166,Phước Thiền,Xã,Phước Thiền,Xã,76,5,Nhơn Trạch,1
126473,1158,Long Tân,Xã,Long Tân,Xã,76,5,Nhơn Trạch,1
126476,1156,Đại Phước,Xã,Đại Phước,Xã,76,5,Nhơn Trạch,1
126479,1157,Hiệp Phước,Xã,Hiệp Phước,Xã,76,5,Nhơn Trạch,1
126482,1162,Phú Hữu,Xã,Phú Hữu,Xã,76,5,Nhơn Trạch,1
126485,1161,Phú Hội,Xã,Phú Hội,Xã,76,5,Nhơn Trạch,1
126488,1163,Phú Thạnh,Xã,Phú Thạnh,Xã,76,5,Nhơn Trạch,1
126491,1160,Phú Đông,Xã,Phú Đông,Xã,76,5,Nhơn Trạch,1
126494,1159,Long Thọ,Xã,Long Thọ,Xã,76,5,Nhơn Trạch,1
126497,1167,Vĩnh Thanh,Xã,Vĩnh Thanh,Xã,76,5,Nhơn Trạch,1
126500,1165,Phước Khánh,Xã,Phước Khánh,Xã,76,5,Nhơn Trạch,1
126503,1164,Phước An,Xã,Phước An,Xã,76,5,Nhơn Trạch,1
126116,1183,Tân Phú,Thị trấn,Tân Phú,Thị trấn,77,5,Tân Phú,1
126119,1168,Dak Lua,Xã,Đăk Lua,Xã,77,5,Tân Phú,0.8
126122,1169,Nam Cát Tiên,Xã,Nam Cát Tiên,Xã,77,5,Tân Phú,1
126125,1171,Phú An,Xã,Phú An,Xã,77,5,Tân Phú,1
126128,1170,Núi Tượng,Xã,Núi Tượng,Xã,77,5,Tân Phú,1
126131,1182,Tà Lài,Xã,Tà Lài,Xã,77,5,Tân Phú,1
126134,1175,Phú Lập,Xã,Phú Lập,Xã,77,5,Tân Phú,1
126137,1177,Phú Sơn,Xã,Phú Sơn,Xã,77,5,Tân Phú,1
126140,1179,Phú Thịnh,Xã,Phú Thịnh,Xã,77,5,Tân Phú,1
126143,1184,Thanh Sơn,Xã,Thanh Sơn,Xã,77,5,Tân Phú,1
126146,1180,Phú Trung,Xã,Phú Trung,Xã,77,5,Tân Phú,1
126149,1181,Phú Xuân,Xã,Phú Xuân,Xã,77,5,Tân Phú,1
126152,1176,Phú Lộc,Xã,Phú Lộc,Xã,77,5,Tân Phú,1
126155,1174,Phú Lâm,Xã,Phú Lâm,Xã,77,5,Tân Phú,1
126158,1172,Phú Bình,Xã,Phú Bình,Xã,77,5,Tân Phú,1
126161,1178,Phú Thanh,Xã,Phú Thanh,Xã,77,5,Tân Phú,1
126164,1185,Trà Cổ,Xã,Trà Cổ,Xã,77,5,Tân Phú,1
126167,1173,Phú Điền,Xã,Phú Điền,Xã,77,5,Tân Phú,1
126299,1189,Gia Tân 1,Xã,Gia Tân 1,Xã,78,5,Thống Nhất,1
126302,1190,Gia Tân 2,Xã,Gia Tân 2,Xã,78,5,Thống Nhất,1
126305,1191,Gia Tân 3,Xã,Gia Tân 3,Xã,78,5,Thống Nhất,1
126308,1188,Gia Kiệm,Xã,Gia Kiệm,Xã,78,5,Thống Nhất,1
126311,1194,Quang Trung,Xã,Quang Trung,Xã,78,5,Thống Nhất,1
126314,1186,Bàu Hàm 2,Xã,Bàu Hàm 2,Xã,78,5,Thống Nhất,1
126317,1192,Hưng Lộc,Xã,Hưng Lộc,Xã,78,5,Thống Nhất,1
126320,1193,Lộ 25,Xã,Lộ 25,Xã,78,5,Thống Nhất,1
126323,1196,Xuân Thiện,Xã,Xuân Thiện,Xã,78,5,Thống Nhất,1
126326,1195,Xuân Thạnh,Xã,Xuân Thạnh,Xã,78,5,Thống Nhất,1
,1187,,,Dầu Giây,Thị trấn,78,5,Thống Nhất,
126248,1213,Trảng Bom,Thị trấn,Trảng Bom,Thị trấn,79,5,Trảng Bom,1
126251,1212,Thanh Bình,Xã,Thanh Bình,Xã,79,5,Trảng Bom,1
126254,1201,Cây Gáo,Xã,Cây Gáo,Xã,79,5,Trảng Bom,1
126257,1199,Bàu Hàm,Xã,Bàu Hàm,Xã,79,5,Trảng Bom,1
126260,1209,Sông Thao,Xã,Sông Thao,Xã,79,5,Trảng Bom,1
126263,1210,Sông Trầu,Xã,Sông Trầu,Xã,79,5,Trảng Bom,1
126266,1203,Đông Hoà,Xã,Đông Hòa,Xã,79,5,Trảng Bom,1.0
126269,1198,Bắc Sơn,Xã,Bắc Sơn,Xã,79,5,Trảng Bom,1
126272,1205,Hố Nai 3,Xã,Hố Nai 3,Xã,79,5,Trảng Bom,1
126275,1211,Tây Hoà,Xã,Tây Hòa,Xã,79,5,Trảng Bom,1.0
126278,1200,Bình Minh,Xã,Bình Minh,Xã,79,5,Trảng Bom,1
126281,1214,Trung Hoà,Xã,Trung Hòa,Xã,79,5,Trảng Bom,1.0
126284,1202,Đồi 61,Xã,Đồi 61,Xã,79,5,Trảng Bom,1
126287,1207,Hưng Thịnh,Xã,Hưng Thịnh,Xã,79,5,Trảng Bom,1
126290,1208,Quảng Tiến,Xã,Quảng Tiến,Xã,79,5,Trảng Bom,1
126293,1204,Giang Điền,Xã,Giang Điền,Xã,79,5,Trảng Bom,1
126296,1197,An Viễn,Xã,An Viễn,Xã,79,5,Trảng Bom,1
,1206,,,Hòa Trung,Xã,79,5,Trảng Bom,
126170,1225,Vĩnh An,Thị trấn,Vĩnh An,Thị trấn,80,5,Vĩnh Cửu,1
126173,1219,Phú Lý,Xã,Phú Lý,Xã,80,5,Vĩnh Cửu,1
126176,1224,Trị An,Xã,Trị An,Xã,80,5,Vĩnh Cửu,1
126179,1220,Tân An,Xã,Tân An,Xã,80,5,Vĩnh Cửu,1
126182,1226,Vĩnh Tân,Xã,Vĩnh Tân,Xã,80,5,Vĩnh Cửu,1
126185,1216,Bình Lợi,Xã,Bình Lợi,Xã,80,5,Vĩnh Cửu,1
126188,1222,Thạnh Phú,Xã,Thạnh Phú,Xã,80,5,Vĩnh Cửu,1
126191,1223,Thiện Tân,Xã,Thiện Tân,Xã,80,5,Vĩnh Cửu,1
126194,1221,Tân Bình,Xã,Tân Bình,Xã,80,5,Vĩnh Cửu,1
126197,1215,Bình Hòa,Xã,Bình Hòa,Xã,80,5,Vĩnh Cửu,1
126200,1218,Mã Đà,Xã,Mã Đà,Xã,80,5,Vĩnh Cửu,1
126203,1217,Hiếu Liêm,Xã,Hiếu Liêm,Xã,80,5,Vĩnh Cửu,1
126425,1228,Gia Ray,Thị trấn,Gia Ray,Thị trấn,81,5,Xuân Lộc,1
126428,1232,Xuân Bắc,Xã,Xuân Bắc,Xã,81,5,Xuân Lộc,1
126431,1230,Suối Cao,Xã,Suối Cao,Xã,81,5,Xuân Lộc,1
126434,1239,Xuân Thành,Xã,Xuân Thành,Xã,81,5,Xuân Lộc,1
126437,1240,Xuân Thọ,Xã,Xuân Thọ,Xã,81,5,Xuân Lộc,1
126440,1241,Xuân Trường,Xã,Xuân Trường,Xã,81,5,Xuân Lộc,1
126443,1235,Xuân Hòa,Xã,Xuân Hòa,Xã,81,5,Xuân Lộc,1
126446,1236,Xuân Hưng,Xã,Xuân Hưng,Xã,81,5,Xuân Lộc,1
126449,1238,Xuân Tâm,Xã,Xuân Tâm,Xã,81,5,Xuân Lộc,1
126452,1231,Suối Cát,Xã,Suối Cát,Xã,81,5,Xuân Lộc,1
126455,1234,Xuân Hiệp,Xã,Xuân Hiệp,Xã,81,5,Xuân Lộc,1
126458,1237,Xuân Phú,Xã,Xuân Phú,Xã,81,5,Xuân Lộc,1
126461,1233,Xuân Định,Xã,Xuân Định,Xã,81,5,Xuân Lộc,1
126464,1227,Bảo Hoà,Xã,Bảo Hòa,Xã,81,5,Xuân Lộc,1.0
126467,1229,Lang Minh,Xã,Lang Minh,Xã,81,5,Xuân Lộc,1
129863,8852,11,Phường,11,Phường,548,47,Cao Lãnh,1
129866,8851,1,Phường,1,Phường,548,47,Cao Lãnh,1
129869,8853,2,Phường,2,Phường,548,47,Cao Lãnh,1
129872,8855,4,Phường,4,Phường,548,47,Cao Lãnh,1
129875,8854,3,Phường,3,Phường,548,47,Cao Lãnh,1
129878,8856,6,Phường,6,Phường,548,47,Cao Lãnh,1
129881,8859,Mỹ Ngãi,Xã,Mỹ Ngãi,Xã,548,47,Cao Lãnh,1
129884,8862,Mỹ Tân,Xã,Mỹ Tân,Xã,548,47,Cao Lãnh,1
129887,8863,Mỹ Trà,Xã,Mỹ Trà,Xã,548,47,Cao Lãnh,1
129888,8860,Mỹ Phú,Phường,Mỹ Phú,Phường,548,47,Cao Lãnh,1
129890,8865,Tân Thuận Tây,Xã,Tân Thuận Tây,Xã,548,47,Cao Lãnh,1
129892,8858,Hoà Thuận,Phường,Hoà Thuận,Phường,548,47,Cao Lãnh,1
129893,8857,Hòa An,Xã,Hoà An,Xã,548,47,Cao Lãnh,1.0
129896,8864,Tân Thuận Đông,Xã,Tân Thuận Đông,Xã,548,47,Cao Lãnh,1
129899,8866,Tịnh Thới,Xã,Tịnh Thới,Xã,548,47,Cao Lãnh,1
130076,,Thị trấn Mỹ Thọ,Thị trấn,,Thị trấn,1873,,Huyện Cao Lãnh,
130079,,Xã Gáo Giồng,Xã,,Xã,1873,,Huyện Cao Lãnh,
130082,,Xã Phương Thịnh,Xã,,Xã,1873,,Huyện Cao Lãnh,
130085,,Xã Ba Sao,Xã,,Xã,1873,,Huyện Cao Lãnh,
130088,,Xã Phong Mỹ,Xã,,Xã,1873,,Huyện Cao Lãnh,
130091,,Xã Tân Nghĩa,Xã,,Xã,1873,,Huyện Cao Lãnh,
130094,,Xã Phương Trà,Xã,,Xã,1873,,Huyện Cao Lãnh,
130097,,Xã Nhị Mỹ,Xã,,Xã,1873,,Huyện Cao Lãnh,
130100,,Xã Mỹ Thọ,Xã,,Xã,1873,,Huyện Cao Lãnh,
130103,,Xã Tân Hội Trung,Xã,,Xã,1873,,Huyện Cao Lãnh,
130106,,Xã An Bình,Xã,,Xã,1873,,Huyện Cao Lãnh,
130109,,Xã Mỹ Hội,Xã,,Xã,1873,,Huyện Cao Lãnh,
130112,,Xã Mỹ Hiệp,Xã,,Xã,1873,,Huyện Cao Lãnh,
130115,,Xã Mỹ Long,Xã,,Xã,1873,,Huyện Cao Lãnh,
130118,,Xã Bình Hàng Trung,Xã,,Xã,1873,,Huyện Cao Lãnh,
130121,,Xã Mỹ Xương,Xã,,Xã,1873,,Huyện Cao Lãnh,
130124,,Xã Bình Hàng Tây,Xã,,Xã,1873,,Huyện Cao Lãnh,
130127,,Xã Bình Thạnh,Xã,,Xã,1873,,Huyện Cao Lãnh,
,8851,,,1,Phường,548,47,Cao Lãnh,
,8852,,,11,Phường,548,47,Cao Lãnh,
,8853,,,2,Phường,548,47,Cao Lãnh,
,8854,,,3,Phường,548,47,Cao Lãnh,
,8855,,,4,Phường,548,47,Cao Lãnh,
,8856,,,6,Phường,548,47,Cao Lãnh,
,8857,,,Hoà An,Xã,548,47,Cao Lãnh,
,8858,,,Hoà Thuận,Phường,548,47,Cao Lãnh,
,8859,,,Mỹ Ngãi,Xã,548,47,Cao Lãnh,
,8860,,,Mỹ Phú,Phường,548,47,Cao Lãnh,
,8862,,,Mỹ Tân,Xã,548,47,Cao Lãnh,
,8863,,,Mỹ Trà,Xã,548,47,Cao Lãnh,
,8864,,,Tân Thuận Đông,Xã,548,47,Cao Lãnh,
,8865,,,Tân Thuận Tây,Xã,548,47,Cao Lãnh,
,8866,,,Tịnh Thới,Xã,548,47,Cao Lãnh,
130244,8871,Cái Tàu Hạ,Thị trấn,Cái Tàu Hạ,Thị trấn,549,47,Châu Thành,1
130247,8867,An Hiệp,Xã,An Hiệp,Xã,549,47,Châu Thành,1
130250,8869,An Nhơn,Xã,An Nhơn,Xã,549,47,Châu Thành,1
130253,8876,Tân Nhuận Đông,Xã,Tân Nhuận Đông,Xã,549,47,Châu Thành,1
130256,8875,Tân Bình,Xã,Tân Bình,Xã,549,47,Châu Thành,1
130259,8878,Tân Phú Trung,Xã,Tân Phú Trung,Xã,549,47,Châu Thành,1
130262,8874,Phú Long,Xã,Phú Long,Xã,549,47,Châu Thành,1
130265,8870,An Phú Thuận,Xã,An Phú Thuận,Xã,549,47,Châu Thành,1
130268,8873,Phú Hựu,Xã,Phú Hựu,Xã,549,47,Châu Thành,1
130271,8868,An Khánh,Xã,An Khánh,Xã,549,47,Châu Thành,1
130274,8877,Tân Phú,Xã,Tân Phú,Xã,549,47,Châu Thành,1
130277,8872,Hòa Tân,Xã,Hòa Tân,Xã,549,47,Châu Thành,1
129954,8882,An Lộc,Phường,An Lộc,Phường,550,47,Hồng Ngự,1
129955,8883,An Thạnh,Phường,An Thạnh,Phường,550,47,Hồng Ngự,1
129959,8884,Bình Thạnh,Xã,Bình Thạnh,Xã,550,47,Hồng Ngự,1
129965,8885,Tân Hội,Xã,Tân Hội,Xã,550,47,Hồng Ngự,1
129978,8881,An Lạc,Phường,An Lạc,Phường,550,47,Hồng Ngự,1
129986,8880,An Bình B,Xã,An Bình B,Xã,550,47,Hồng Ngự,1
129989,8879,An Bình A,Xã,An Bình A,Xã,550,47,Hồng Ngự,1
129956,,Xã Thường Phước 1,Xã,,Xã,1870,,Huyện Hồng Ngự,
129962,,Xã Thường Thới Hậu A,Xã,,Xã,1870,,Huyện Hồng Ngự,
129968,,Xã Thường Thới Hậu B,Xã,,Xã,1870,,Huyện Hồng Ngự,
129971,,Xã Thường Thới Tiền,Xã,,Xã,1870,,Huyện Hồng Ngự,
129974,,Xã Thường Phước 2,Xã,,Xã,1870,,Huyện Hồng Ngự,
129977,,Xã Thường Lạc,Xã,,Xã,1870,,Huyện Hồng Ngự,
129980,,Xã Long Khánh A,Xã,,Xã,1870,,Huyện Hồng Ngự,
129983,,Xã Long Khánh B,Xã,,Xã,1870,,Huyện Hồng Ngự,
129992,,Xã Long Thuận,Xã,,Xã,1870,,Huyện Hồng Ngự,
129995,,Xã Phú Thuận B,Xã,,Xã,1870,,Huyện Hồng Ngự,
129998,,Xã Phú Thuận A,Xã,,Xã,1870,,Huyện Hồng Ngự,
,8879,,,An Bình A,Xã,550,47,Hồng Ngự,
,8880,,,An Bình B,Xã,550,47,Hồng Ngự,
,8881,,,An Lạc,Phường,550,47,Hồng Ngự,
,8882,,,An Lộc,Phường,550,47,Hồng Ngự,
,8883,,,An Thạnh,Phường,550,47,Hồng Ngự,
,8884,,,Bình Thạnh,Xã,550,47,Hồng Ngự,
,8885,,,Tân Hội,Xã,550,47,Hồng Ngự,
130208,8918,Lai Vung,Thị trấn,Lai Vung,Thị trấn,553,47,Lai Vung,1
130211,8922,Tân Dương,Xã,Tân Dương,Xã,553,47,Lai Vung,1
130214,8917,Hòa Thành,Xã,Hòa Thành,Xã,553,47,Lai Vung,1
130217,8919,Long Hậu,Xã,Long Hậu,Xã,553,47,Lai Vung,1
130220,8924,Tân Phước,Xã,Tân Phước,Xã,553,47,Lai Vung,1
130223,8916,Hòa Long,Xã,Hòa Long,Xã,553,47,Lai Vung,1
130226,8925,Tân Thành,Xã,Tân Thành,Xã,553,47,Lai Vung,1
130229,8920,Long Thắng,Xã,Long Thắng,Xã,553,47,Lai Vung,1
130232,8926,Vĩnh Thới,Xã,Vĩnh Thới,Xã,553,47,Lai Vung,1
130235,8923,Tân Hòa,Xã,Tân Hòa,Xã,553,47,Lai Vung,1
130238,8915,Định Hòa,Xã,Định Hòa,Xã,553,47,Lai Vung,1
130241,8921,Phong Hòa,Xã,Phong Hòa,Xã,553,47,Lai Vung,1
130169,8932,Lấp Vò,Thị trấn,Lấp Vò,Thị trấn,554,47,Lấp Vò,1
130172,8935,Mỹ An Hưng A,Xã,Mỹ An Hưng A,Xã,554,47,Lấp Vò,1
130175,8938,Tân Mỹ,Xã,Tân Mỹ,Xã,554,47,Lấp Vò,1
130178,8936,Mỹ An Hưng B,Xã,Mỹ An Hưng B,Xã,554,47,Lấp Vò,1
130181,8937,Tân  Khánh Trung,Xã,Tân Khánh Trung,Xã,554,47,Lấp Vò,1.0
130184,8933,Long Hưng A,Xã,Long Hưng A,Xã,554,47,Lấp Vò,1
130187,8939,Vĩnh Thạnh,Xã,Vĩnh Thạnh,Xã,554,47,Lấp Vò,1
130190,8934,Long Hưng B,Xã,Long Hưng B,Xã,554,47,Lấp Vò,1
130193,8927,Bình Thành,Xã,Bình Thành,Xã,554,47,Lấp Vò,1
130196,8929,Định An,Xã,Định An,Xã,554,47,Lấp Vò,1
130199,8930,Định Yên,Xã,Định Yên,Xã,554,47,Lấp Vò,1
130202,8931,Hội An Đông,Xã,Hội An Đông,Xã,554,47,Lấp Vò,1
130205,8928,Bình Thạnh Trung,Xã,Bình Thạnh Trung,Xã,554,47,Lấp Vò,1
129902,8942,3,Phường,3,Phường,555,47,Sa Đéc,1
129905,8940,1,Phường,1,Phường,555,47,Sa Đéc,1
129908,8943,4,Phường,4,Phường,555,47,Sa Đéc,1
129911,8941,2,Phường,2,Phường,555,47,Sa Đéc,1
129914,8945,Tân Khánh Đông,Xã,Tân Khánh Đông,Xã,555,47,Sa Đéc,1
129917,8947,Tân Quy Đông,Phường,Tân Quy Đông,Phường,555,47,Sa Đéc,1
129919,8944,An Hoà,Phường,An Hòa,Phường,555,47,Sa Đéc,1.0
129920,8948,Tân Quy Tây,Xã,Tân Quy Tây,Xã,555,47,Sa Đéc,1
129923,8946,Tân Phú Đông,Xã,Tân Phú Đông,Xã,555,47,Sa Đéc,1
