25929	28962
13337	28968
30686	22053
34510	22131
13175	28777
221	19340
1049	19338
205	19368
210	19379
992	45052
609	19547
604	19534
577	19536
607	19545
617	19549
5284	19486
2139	19574
2139	19575
4115	19627
4134	19633
4016	19667
4016	19710
3972	19672
3959	19673
3959	19679
3973	19680
3973	19728
3941	19703
3941	19735
3941	19736
3941	19749
3955	19691
3955	19692
4162	19693
4046	19733
551	19786
24052	19802
949	19812
112	19821
534	19831
539	19764
538	19788
35752	45071
535	19851
485	19850
496	19808
496	19809
496	19810
517	19870
500	19869
542	19857
2108	19928
5065	19953
21074	19919
35640	19901
35632	19949
35632	19961
35604	19917
35604	19955
4180	19976
35612	19892
4183	19906
4188	19970
4192	19938
21046	20081
792	20008
788	20158
803	20139
5112	20033
5112	20041
5112	20085
5112	20128
35496	20174
778	20171
801	20078
760	20097
760	20099
2132	20094
5285	20053
3878	20122
5286	20123
766	20059
999	20144
1027	20055
798	20153
751	20052
1069	20186
1015	20193
415	20212
1120	20222
443	20292
442	20227
1119	20225
473	20287
473	20321
114	20241
472	20201
413	20273
413	20278
5120	20325
469	20202
4208	20348
4217	20359
294	20393
345	20516
331	20401
1035	20476
356	20441
5970	20448
354	20515
275	20521
272	20534
304	20577
304	20582
308	20585
676	20643
665	20625
686	20626
710	20695
405	20635
18630	20664
699	20653
678	20656
678	20661
697	20662
2130	20663
681	20671
682	20677
3896	20676
19763	3469
6656	2157
6664	2167
17608	9064
17608	9068
8106	8537
8106	8539
8111	8534
8111	8535
19859	5730
6486	6270
7261	2407
15780	7074
19846	11379
8060	10696
10089	3677
19910	11928
19679	3222
16522	3241
16811	11950
19671	5984
19665	5990
19661	5989
19658	5991
19650	5982
19650	5992
19663	5983
19663	5987
19663	5993
3065	14340
3066	14165
3068	14152
3070	14182
3071	14192
3071	14198
3074	14298
3638	14302
3638	14305
3638	14307
3080	14321
3080	14322
3082	14334
3082	14335
3640	14339
3640	14343
3640	14380
3641	14347
3641	14349
3641	14350
3641	14351
3641	14352
3641	14353
3641	14354
3641	14355
3641	14356
3641	14357
3641	14358
3641	14359
3641	14360
3641	14361
3641	14362
3641	14363
3641	14364
3641	14365
3641	14366
3641	14367
3641	14368
3641	14369
3641	14370
3641	14371
3641	14372
3641	14373
3641	14375
3641	14376
3641	14377
3641	14378
3641	14379
3641	14381
3642	14383
3084	14419
3084	14421
3090	14425
3117	14637
3117	14638
3117	14639
3117	14640
3117	14641
3117	14642
3117	14643
3117	14644
3094	14540
3094	14541
3094	14542
3094	14545
3094	14547
3094	14548
3094	14550
3094	14561
3094	14562
3094	14563
3094	14564
3094	14565
3094	14566
3094	14567
3094	14568
3094	14685
3094	14731
3094	14735
3094	14740
3094	14742
3094	14743
3094	14744
3094	14745
3094	14746
3094	14747
3094	14748
3095	14266
3095	14386
3096	14569
1182	866
3098	14591
3106	14687
3106	14688
3108	14696
3108	14697
3108	14698
3108	14700
3109	14695
3109	14699
3109	14701
3109	14702
3109	14703
3109	14704
3109	14705
3109	14706
3110	14717
20970	6384
22659	4863
7625	9788
22279	6418
19982	5346
21519	9516
21515	9513
21522	9530
21526	9523
21531	9537
21531	9541
6267	10421
6267	10422
6269	10425
6984	1923
18870	6963
26241	10503
21433	9563
18637	4352
16591	7129
21181	10093
21169	10097
21165	10111
21180	10106
21176	10103
21167	10116
21175	10107
21179	10119
21173	10122
17806	7723
20431	6732
17316	8148
17315	8147
6443	7244
7295	2508
6609	2872
15622	11303
21752	8987
35446	10635
35474	10638
35474	10641
6193	10366
21862	10798
16220	8183
16215	8176
20811	7758
14824	11526
16835	6774
6753	2380
6889	6789
7842	8781
18557	20861
35358	20731
20750	20703
20750	20706
20750	20709
20750	20704
20750	20705
20750	20707
20750	20708
20750	20710
20750	20711
20750	20712
20750	20713
20750	20714
20750	20715
20750	20716
20750	20717
20750	20718
20750	20719
20750	20720
20750	20721
20750	20722
20750	20723
20750	20724
35314	20772
35326	20976
34889	1383
18556	20877
35322	20844
1009	20981
5124	20882
4223	21021
4287	21195
4784	1481
2753	15129
2762	15146
3482	15167
3484	15175
3485	15174
3486	15172
3486	15180
3488	15166
3488	15193
3492	15177
3492	15185
3492	15186
3494	15189
3495	15191
3497	15197
3497	15200
3500	15194
3500	15196
3500	15199
3501	15168
3501	15195
3501	15204
2792	15238
2793	15235
2793	15242
2793	15243
2799	15250
2903	15555
2903	15557
2903	15560
2903	15561
2903	15562
2903	15563
2903	15564
2903	15565
2903	15566
2903	15567
2906	15559
2906	15570
2906	15571
2907	15554
2907	15568
2907	15572
2912	16059
3555	15742
3555	15759
2920	15826
2920	15827
2920	15828
2920	15829
2920	15830
2920	15831
2920	15833
2920	15834
2920	15835
2920	15836
2920	15837
2920	15838
2920	15839
2920	15840
2920	15841
2920	15842
2920	15843
2920	15844
2920	15845
2920	15846
2920	15847
2920	15848
2920	15849
2920	15850
2920	16029
2928	16066
2929	16031
2929	16056
3352	16488
3846	16552
3846	16555
3846	16560
3853	16562
3853	16564
3308	16592
3857	16595
3870	16672
3871	16669
3873	16676
3874	16675
3703	17196
3703	17197
5085	17199
3706	17244
3149	17359
3716	17249
3152	17374
3194	18096
3194	18215
3201	17990
3216	18001
3217	18039
3237	18208
3237	18209
3237	18218
3237	18219
3239	18211
3239	18212
3252	18246
3751	18241
3751	18245
3752	18252
3752	18253
3752	18255
2215	13180
2220	13270
2223	13201
2223	13202
2223	13319
2226	13181
2227	13211
2227	13268
2227	13310
5104	13151
5108	13162
5106	13166
5107	13173
3787	13210
2229	13214
2234	13301
3792	13231
3793	13233
3793	13238
3793	13239
2242	13236
3797	13240
3797	13241
3798	13235
3806	13252
3809	13229
2250	13259
30406	21609
30534	21610
30546	21617
30554	21611
30910	21630
30610	21638
30610	21641
30846	21647
31602	21669
31602	21670
30438	21674
31678	21684
31678	21688
31682	21685
31682	21689
31686	21683
31686	21686
31686	21690
31346	21758
30062	21713
35021	22119
31122	21792
31406	21763
30126	22052
31450	22141
31310	22155
30418	21752
31142	21707
30086	21787
30114	21770
31390	21757
31258	21802
31134	21795
30710	21803
31118	21833
31694	21857
31702	21863
31706	21858
30146	21902
30146	21906
30046	21934
30374	21914
30374	21915
30926	21954
30830	21922
30458	21919
30458	21930
30458	21950
30458	21952
30978	21927
30630	21909
31078	21929
31078	21957
31294	21932
30730	21951
30702	21968
31462	21960
31462	21961
30042	21967
31666	22024
31674	21971
31674	21974
30286	22001
30202	22002
30206	22003
30210	22004
31454	22012
30698	22031
30734	22021
31002	22039
30670	22059
30674	22060
30686	22061
34589	22077
31610	22073
31610	22080
31614	22079
30650	22072
31174	22102
31174	22103
31430	22110
31178	22115
30646	22032
30646	22118
30646	22142
30962	22116
30070	22112
30626	22123
30342	22143
30590	22108
31290	21797
30078	22166
26061	28764
25417	28739
25481	28742
25401	28749
5800	28759
13260	28784
26565	28803
26417	28901
13144	28828
26209	28906
10168	28832
26581	28849
26581	28951
13092	28845
13093	28853
13147	28861
26625	28842
26205	28850
26569	28893
13084	28908
26713	28940
26713	28941
26713	28942
26713	28943
26897	22403
26785	22210
26801	22242
35053	22190
27301	22246
27445	22252
26845	22268
34501	22362
27269	22271
27485	22276
27173	22299
27721	22328
27577	22264
27581	22265
27585	22266
27589	22267
27593	22339
27429	22375
26937	22366
27217	22389
27081	22350
26765	22363
27265	22356
26893	22405
27437	22410
27025	22412
27641	22416
34861	22423
34861	22427
34861	22428
34861	22429
34861	22430
34861	22431
34861	22432
34861	22433
34861	22434
34861	22435
34861	22436
34861	22437
34861	22438
26857	22492
26857	22517
27365	22465
27381	22419
26825	22460
27505	22478
27045	22501
27045	22507
26913	22494
13337	28972
13300	28974
25681	28980
25697	29008
13268	28957
13307	29002
25729	29013
26349	28992
25733	29036
10393	29059
10396	29129
13009	29058
13008	29102
13048	29069
10567	29162
13366	29177
13385	29195
13385	29197
5850	29199
13380	29224
5854	29240
34805	22672
34809	22674
33466	22703
33466	22709
33466	22710
33937	22725
33670	22733
33490	23045
34480	22956
34480	22957
34480	22958
34480	22959
33556	22799
33556	22800
35077	22773
34159	22814
33565	22838
34003	22895
34198	22886
33820	22869
34210	22875
33487	22890
33433	22867
33826	22990
33655	22889
33499	22908
33895	22993
34042	23025
13183	29270
5834	29287
25953	29283
13162	29292
13162	29302
13162	29304
13166	29311
34841	23492
32226	23052
33193	23060
33193	23118
33211	23088
32550	23106
32554	23107
32562	23108
34621	23119
34673	23416
31942	23474
34665	23235
32842	23186
32845	23187
32848	23182
32848	23188
32851	23189
32650	23249
32596	23254
32030	23274
32923	23288
32899	23127
32902	23128
32902	23301
34541	23351
32106	23369
33016	23361
32911	23371
31946	23365
32178	23382
32178	23384
32872	23385
32623	23390
32749	23388
32749	23393
31974	23354
31974	23355
32202	23400
32202	23405
31786	23408
33034	23417
32593	23418
32593	23424
32929	23441
32950	23438
32346	23207
32995	23467
33145	23476
31954	23489
32962	23494
32206	23428
32710	23534
7908	3142
2281	14998
2279	15088
2292	15025
3829	15048
3832	15043
3833	15052
2308	15065
1418	893
28998	23546
29450	23584
29930	23599
29930	23600
29930	23602
29934	23603
29934	23607
29938	23608
29938	23609
29938	23610
29938	23611
29942	23612
29942	23614
29946	23615
29950	23604
29950	23613
29954	23601
29954	23605
29958	23606
29258	23676
29902	23662
28886	23667
29566	24020
29374	23717
29222	24014
28330	23686
29666	23689
29254	23709
28626	23706
29906	23715
29910	23716
29914	23712
29134	23650
29134	23993
29626	23720
29282	23924
28454	23616
28314	23752
28474	23798
29126	23769
29746	23793
29586	23836
29586	23841
28606	23847
28606	23848
29302	23854
29278	23877
28446	23897
29890	23872
29778	23896
29854	23895
29702	23920
29230	23915
28894	23628
28434	23973
29874	24008
