Id1,Name GHTK, Id2, Name dev_Tuan, Parent_id 1, Simillar,
3731,Vĩnh Bảo,10066,Vĩnh Bảo,276,1,
3732,Vĩnh Hiệp,11006,Vĩnh Hiệp,276,1,
3733,Vĩnh Lạc,10067,Vĩnh Lạc,276,1,
3734,Vĩnh Lợi,10071,Vĩnh Lợi,276,1,
3735,Vĩnh Quang,10069,Vĩnh Quang,276,1,
3736,Vĩnh Thanh,11005,Vĩnh Thanh,276,1,
3737,Vĩnh Thông,11007,Vĩnh Thông,276,1,
11373,Chi Lăng,14705,Chi Lăng,733,1,
11374,Chi Lăng,14705,Chi Lăng,733,1,
11375,Chiến Thắng,14706,Chiến Thắng,733,1,
11377,Gia Lộc,14707,Gia Lộc,733,1,
11378,Hòa Bình,14708,Hòa Bình,733,1,
11380,Hữu Kiên,14709,Hữu Kiên,733,1,
11381,Lâm Sơn,14710,Lâm Sơn,733,1,
11382,Liên Sơn,14711,Liên Sơn,733,1,
11383,Mai Sao,14712,Mai Sao,733,1,
11384,Nhân Lý,14713,Nhân Lý,733,1,
11385,Quan Sơn,14714,Quan Sơn,733,1,
11386,Quang Lang,14715,Quang Lang,733,1,
11387,Thượng Cường,14716,Thượng Cường,733,1,
11388,Vân An,14717,Vân An,733,1,
11389,Vạn Linh,14718,Vạn Linh,733,1,
11390,Vân Thủy,14719,Vân Thủy,733,1,
11391,Y Tịch,14720,Y Tịch,733,1,
11392,Bắc Lãng,14800,Bắc Lãng,734,1,
11393,Bắc Xa,14801,Bắc Xa,734,1,
11394,Bính Xá,14803,Bính Xá,734,1,
11396,Cường Lợi,14807,Cường Lợi,734,1,
11400,Kiên Mộc,14812,Kiên Mộc,734,1,
11404,Cai Kinh,14632,Cai Kinh,735,1,
11405,Đô Lương,14633,Đô Lương,735,1,
11410,Hòa Lạc,14638,Hòa Lạc,735,1,
11411,Hòa Sơn,14639,Hòa Sơn,735,1,
11412,Hòa Thắng,14640,Hòa Thắng,735,1,
11413,Hữu Liên,14641,Hữu Liên,735,1,
11415,Minh Hòa,14642,Minh Hòa,735,1,
11416,Minh Sơn,14643,Minh Sơn,735,1,
11417,Minh Tiến,14644,Minh Tiến,735,1,
11418,Nhật Tiến,14645,Nhật Tiến,735,1,
11419,Quyết Thắng,14646,Quyết Thắng,735,1,
11420,Sơn Hà,14647,Sơn Hà,735,1,
11421,Tân Lập,14648,Tân Lập,735,1,
11422,Tân Thành,14649,Tân Thành,735,1,
11423,Thanh Sơn,14650,Thanh Sơn,735,1,
11424,Thiện Ky,14651,Thiện Kỵ,735,1,
11425,Vân Nham,14652,Vân Nham,735,1,
11426,Yên Bình,14653,Yên Bình,735,1,
11427,Yên Sơn,14654,Yên Sơn,735,1,
11428,Yên Thịnh,14655,Yên Thịnh,735,1,
11429,Yên Vượng,14656,Yên Vượng,735,1,
43548,Nhị Thanh,15235,Nhị Thanh,736,1,
43552,Phố muối,14533,Phố Muối,736,1,
43564,Thác Mạ 7,15704,Thác Mạ 7,736,1,
43578,Trần Hưng Đạo,15668,Trần Hưng Đạo,736,1,
46765,Phú Lộc 4,13991,Phú Lộc 4,736,1,
11441,Ái Quốc,14723,Ái Quốc,737,1,
11442,Bằng Khánh,14724,Bằng Khánh,737,1,
11443,Đồng Bục,14726,Đồng Bục,737,1,
11444,Đông Quan,14727,Đông Quan,737,1,
11445,Hiệp Hạ,14729,Hiệp Hạ,737,1,
11446,Hữu Khánh,14730,Hữu Khánh,737,1,
11447,Hữu Lân,14732,Hữu Lân,737,1,
11448,Khuất Xá,14733,Khuất Xá,737,1,
11450,Lợi Bác,14734,Lợi Bác,737,1,
11451,Lục Thôn,14736,Lục Thôn,737,1,
11452,Mẫu Sơn,14738,Mẫu Sơn,737,1,
11453,Minh Phát,14740,Minh Phát,737,1,
11454,Na Dương,14722,Na Dương,737,1,
11455,Nam Quan,14747,Nam Quan,737,1,
11456,Như Khuê,14749,Như Khuê,737,1,
11457,Nhượng Bạn,14751,Nhượng Bạn,737,1,
11458,Quan Bản,14752,Quan Bản,737,1,
11459,Sàn Viên,14754,Sàn Viên,737,1,
11460,Tam Gia,14755,Tam Gia,737,1,
11461,Tĩnh Bắc,14757,Tĩnh Bắc,737,1,
11462,Tú Đoạn,14758,Tú Đoạn,737,1,
11463,Tú Mịch,14759,Tú Mịch,737,1,
11464,Vân Mộng,14760,Vân Mộng,737,1,
11465,Xuân Dương,14761,Xuân Dương,737,1,
11466,Xuân Lễ,14762,Xuân Lễ,737,1,
11468,Xuân Tình,14765,Xuân Tình,737,1,
11471,Cao Minh,14659,Cao Minh,738,1,
11472,Chi Lăng,14660,Chi Lăng,738,1,
11473,Chí Minh,14661,Chí Minh,738,1,
11476,Đề Thám,14664,Đề Thám,738,1,
11477,Đoàn Kết,14665,Đoàn Kết,738,1,
11478,Đội Cấn,14666,Đội Cấn,738,1,
11479,Hùng Sơn,14667,Hùng Sơn,738,1,
11483,Kim Đồng,14671,Kim Đồng,738,1,
11484,Quốc Khánh,14672,Quốc Khánh,738,1,
11485,Quốc Việt,14673,Quốc Việt,738,1,
11486,Tân Minh,14674,Tân Minh,738,1,
11487,Tân Tiến,14675,Tân Tiến,738,1,
11488,Tân Yên,14676,Tân Yên,738,1,
11490,Tri Phương,14677,Tri Phương,738,1,
11491,Trung Thành,14678,Trung Thành,738,1,
11492,Vĩnh Tiến,14679,Vĩnh Tiến,738,1,
11494,Bắc La,14682,Bắc La,739,1,
11495,Gia Miễn,14683,Gia Miễn,739,1,
11496,Hoàng Văn Thụ,14684,Hoàng Văn Thụ,739,1,
11497,Hoàng Việt,14685,Hoàng Việt,739,1,
11498,Hội Hoan,14686,Hội Hoan,739,1,
11499,Hồng Thái,14687,Hồng Thái,739,1,
11501,Nam La,14688,Nam La,739,1,
11502,Nhạc Kỳ,14689,Nhạc Kỳ,739,1,
11503,Tân Lang,14690,Tân Lang,739,1,
11504,Tân Mỹ,14691,Tân Mỹ,739,1,
11505,Tân Tác,14692,Tân Tác,739,1,
11506,Tân Thanh,14693,Tân Thanh,739,1,
11507,Tân Việt,14694,Tân Việt,739,1,
11508,Thành Hoà,14695,Thành Hòa,739,1,
11511,Trùng Khánh,14698,Trùng Khánh,739,1,
11512,Trùng Quán,14699,Trùng Quán,739,1,
43600,Hoàng Văn Thụ,14684,Hoàng Văn Thụ,739,1,
2384,An Thạnh,7245,An Thạnh,169,1,
2386,Bình Đức,7246,Bình Đức,169,1,
2387,Long Hiệp,7247,Long Hiệp,169,1,
2388,Lương Bình,7248,Lương Bình,169,1,
2389,Lương Hòa,7249,Lương Hòa,169,1,
2390,Mỹ Yên,7250,Mỹ Yên,169,1,
2391,Nhựt Chánh,7251,Nhựt Chánh,169,1,
2392,Phước Lợi,7252,Phước Lợi,169,1,
2393,Tân Bửu,7253,Tân Bửu,169,1,
2394,Tân Hòa,7254,Tân Hòa,169,1,
2395,Thạnh Đức,7255,Thạnh Đức,169,1,
2396,Thạnh Hòa,7256,Thạnh Hòa,169,1,
2397,Thạnh Lợi,7257,Thạnh Lợi,169,1,
2398,Thanh Phú,7258,Thanh Phú,169,1,
29403,An Thạnh,7245,An Thạnh,169,1,
29436,Long Hiệp,7247,Long Hiệp,169,1,
29438,Mỹ Yên,7250,Mỹ Yên,169,1,
29454,Nhựt Chánh,7251,Nhựt Chánh,169,1,
29484,Tân Bửu,7253,Tân Bửu,169,1,
29486,Thạnh Đức,7255,Thạnh Đức,169,1,
29488,Thạnh Hòa,7256,Thạnh Hòa,169,1,
2400,Long Cang,7259,Long Cang,170,1,
2401,Long Định,7260,Long Đinh,170,1,
2402,Long Hòa,7261,Long Hòa,170,1,
2403,Long Hựu Đông,7262,Long Hựu Đông,170,1,
2404,Long Hựu Tây,7263,Long Hựu Tây,170,1,
2405,Long Khê,7264,Long Khê,170,1,
2406,Long Sơn,7265,Long Sơn,170,1,
2408,Long Trạch,7266,Long Trạch,170,1,
2409,Mỹ Lệ,7267,Mỹ Lệ,170,1,
2410,Phước Đông,7268,Phước Đông,170,1,
2411,Phước Tuy,7269,Phước Tuy,170,1,
2412,Phước Vân,7270,Phước Vân,170,1,
2413,Tân Ân,7271,Tân Ân,170,1,
2414,Tân Chánh,7272,Tân Chánh,170,1,
2415,Tân Lân,7273,Tân Lân,170,1,
2416,Tân Trạch,7274,Tân Trạch,170,1,
29557,Long Cang,7259,Long Cang,170,1,
29558,Long Trạch,7266,Long Trạch,170,1,
29566,Phước Vân,7270,Phước Vân,170,1,
2418,Đông Thạnh,7275,Đông Thạnh,171,1,
2419,Long An,7276,Long An,171,1,
2420,Long Hậu,7277,Long Hậu,171,1,
2421,Long Phụng,7278,Long Phụng,171,1,
2422,Long Thượng,7279,Long thượng,171,1,
2423,Mỹ Lộc,7280,Mỹ Lộc,171,1,
2424,Phước Hậu,23682,Phước Hậu,171,1,
2425,Phước Lại,7286,Phước lại,171,1,
2426,Phước Lâm,7285,Phước Lâm,171,1,
2427,Phước Lý,23721,Phước Lý,171,1,
2428,Phước Vĩnh Đông,7281,Phước Vĩnh Đông,171,1,
2429,Phước Vĩnh Tây,7282,Phước Vĩnh Tây,171,1,
2430,Tân Kim,7283,Tân Kim,171,1,
2431,Tân Tập,7284,Tân Tập,171,1,
2432,Thuận Thành,7287,Thuận Thành,171,1,
2433,Trường Bình,24100,Trường Bình,171,1,
29677,Long Hậu,7277,Long Hậu,171,1,
29685,Mỹ Lộc,7280,Mỹ Lộc,171,1,
29728,Tân Kim,7283,Tân Kim,171,1,
29746,Trường Bình,24100,Trường Bình,171,1,
2444,Thanh Phú Long,7345,Thanh Phú Long,172,1,
2445,Thanh Vĩnh Đông,7347,Thanh Vĩnh Đông,172,1,
2446,Thuận Mỹ,7346,Thuận Mỹ,172,1,
2448,An Ninh Đông,20951,An Ninh Đông,173,1,
2449,An Ninh Tây,20952,An Ninh Tây,173,1,
2451,Đức Hoà Đông,20947,Đức Hòa Đông,173,1,
2452,Đức Hoà Hạ,7366,Đức Hòa Hạ,173,1,
2453,Đức Hoà Thượng,7365,Đức Hòa Thượng,173,1,
2454,Đức Lập Hạ,7368,Đức Lập Hạ,173,1,
2455,Đức Lập Thượng,7367,Đức Lập thượng,173,1,
2457,Hiệp Hòa,7364,Hiệp Hòa,173,1,
2458,Hiệp Hòa,7364,Hiệp Hòa,173,1,
2459,Hoà Khánh Đông,20946,Hòa Khánh Đông,173,1,
2460,Hoà Khánh Nam,7363,Hòa Khánh Nam,173,1,
2461,Hòa Khánh Tây,20953,Hòa Khánh Tây,173,1,
2462,Hựu Thạnh,7362,Hựu Thạnh,173,1,
2463,Lộc Giang,7359,Lộc Giang,173,1,
2464,Mỹ Hạnh Bắc,20948,Mỹ Hạnh Bắc,173,1,
2465,Mỹ Hạnh Nam,20954,Mỹ Hạnh Nam,173,1,
2466,Tân Mỹ,7361,Tân Mỹ,173,1,
2467,Tân Phú,7360,Tân Phú,173,1,
29859,Đức Hòa Đông,20947,Đức Hòa Đông,173,1,
29860,Đức Hòa Thượng,7365,Đức Hòa Thượng,173,1,
29868,Hòa Khánh Đông,20946,Hòa Khánh Đông,173,1,
29954,Tân Mỹ,7361,Tân Mỹ,173,1,
2468,Bình Hòa Bắc,7369,Bình Hòa Bắc,174,1,
2469,Bình Hòa Hưng,7370,Bình Hòa Hưng,174,1,
2470,Bình Hòa Nam,7371,Bình Hòa Nam,174,1,
2471,Bình Thành,7372,Bình Thành,174,1,
2473,Mỹ Bình,7373,Mỹ Bình,174,1,
2474,Mỹ Quý Đông,7374,Mỹ Quý Đông,174,1,
2475,Mỹ Quý Tây,7375,Mỹ Quý Tây,174,1,
2476,Mỹ Thạnh Bắc,7376,Mỹ Thạnh Bắc,174,1,
2477,Mỹ Thạnh Đông,25353,Mỹ Thạnh Đông,174,1,
2478,Mỹ Thạnh Tây,7378,Mỹ Thạnh Tây,174,1,
2487,Bình Hòa Đông,7338,Bình Hòa Đông,176,1,
2488,Bình Hòa Tây,7339,Bình Hòa Tây,176,1,
2489,Bình Hòa Trung,7340,Bình Hòa Trung,176,1,
2490,Bình Phong Thạnh,7341,Bình Phong Thạnh,176,1,
2491,Bình Thạnh,7343,Bình Thạnh,176,1,
2492,Tân Lập,7342,Tân Lập,176,1,
2493,Tân Thành,7344,Tân Thành,176,1,
2501,An Vĩnh Ngãi,7240,An Vĩnh Ngãi,177,1,
2502,Bình Tâm,7241,BÌnh Tâm,177,1,
2503,Hướng Thọ Phú,7242,Hướng Thọ Phú,177,1,
2504,Khánh Hậu,7238,Khánh Hậu,177,1,
2505,Lợi Bình Nhơn,7243,Lợi BÌnh NHơn,177,1,
2506,Nhơn Thạnh Trung,7244,Nhơn Thạnh Trung,177,1,
2507,Tân Khánh,7239,Tân Khánh,177,1,
2509,Hưng Điền,7289,Hưng Điền,178,1,
2510,Hưng Điền B,7290,Hưng Điền B,178,1,
2511,Hưng Hà,7291,Hưng Hà,178,1,
2512,Hưng Thạnh,19864,Hưng Thạnh,178,1,
2514,Thạnh Hưng,7292,Thạnh hưng,178,1,
2515,Vĩnh Bữu,7298,Vĩnh Bửu,178,1,
2516,Vĩnh Châu A,7293,Vĩnh Châu A,178,1,
2517,Vĩnh Châu B,7294,Vĩnh Châu B,178,1,
2518,Vĩnh Đại,7297,Vĩnh Đại,178,1,
2519,Vĩnh Lợi,7296,Vĩnh Lợi,178,1,
2520,Vĩnh Thạnh,7295,Vĩnh Thạnh,178,1,
2534,An Nhựt Tân,7313,An Nhựt Tân,180,1,
2535,Bình Lãng,7311,Bình lãng,180,1,
2536,Bình Tịnh,7312,Bình Tịnh,180,1,
2538,Đức Tân,7315,Đức Tân,180,1,
2539,Lạc Tấn,7316,Lạc Tấn,180,1,
2540,Mỹ Bình,7314,Mỹ Bình,180,1,
2541,Nhựt Ninh,7317,Nhựt Ninh,180,1,
2542,Quê Mỹ Thạnh,7318,Quế Mỹ Thạnh,180,1,
2543,Tân Phước Tây,7319,Tân Phước Tây,180,1,
2545,Tân Đông,7349,Tân Đông,181,1,
2546,Tân Hiệp,7350,Tân Hiệp,181,1,
2547,Tân Tây,7351,Tân Tây,181,1,
2548,Thạnh An,7352,Thạnh An,181,1,
2550,Thạnh Phú,7353,Thạnh phú,181,1,
2551,Thạnh Phước,7354,Thạnh phước,181,1,
2552,Thuận Bình,7355,Thuận Bình,181,1,
2553,Thuận Nghĩa Hòa,7356,Thuận Nghĩa Hòa,181,1,
2554,Thủy Đông,7357,thủy Đông,181,1,
2555,Thủy Tây,7358,Thủy Tây,181,1,
2556,Bình An,7321,Bình An,182,1,
2558,Long Thành,7322,Long Thạnh,182,1,
2559,Long Thạnh,7322,Long Thạnh,182,1,
2560,Long Thuận,7323,Long Thuận,182,1,
2561,Mỹ An,7324,Mỹ An,182,1,
2562,Mỹ Lạc,7326,Mỹ Lạc,182,1,
2563,Mỹ Phú,7325,Mỹ phú,182,1,
2565,Nhị Thành,7328,Nhị Thành,182,1,
2566,Tân Lập,7327,Tân Lập,182,1,
2569,Hưng Điền A,7332,Hưng Điền A,183,1,
2570,Khánh Hưng,7330,Khánh Hưng,183,1,
2571,Thái Bình Trung,7335,Thái Bình Trung,183,1,
2572,Thái Trị,7334,Thái Trị,183,1,
2573,Tuyên Bình,20770,Tuyên Bình,183,1,
2574,Tuyên Bình Tây,7331,Tuyên Bình Tây,183,1,
2575,Vĩnh Bình,7337,Vĩnh Bình,183,1,
2577,Vĩnh Thuận,7336,Vĩnh Thuận,183,1,
2578,Vĩnh Trị,7333,Vĩnh Trị,183,1,
7844,Bà Triệu,5979,Bà Triệu,501,1,
7845,Cửa Bắc,5980,Cửa Bắc,501,1,
7846,Cửa Nam,5981,Cửa Nam,501,1,
7847,Hạ Long,5982,Hạ Long,501,1,
7848,Lộc An,5999,Lộc An,501,1,
7849,Lộc Hạ,5983,Lộc Hạ,501,1,
7850,Lộc Hòa,6000,Lộc Hòa,501,1,
7851,Lộc Vượng,5984,Lộc Vượng,501,1,
7852,Mỹ Xá,6001,Mỹ Xá,501,1,
7853,Nam Phong,6002,Nam Phong,501,1,
7854,Nam Vân,6003,Nam Vân,501,1,
7855,Năng Tĩnh,5985,Năng Tĩnh,501,1,
7856,Ngô Quyền,5986,Ngô Quyền,501,1,
7857,Nguyễn Du,5987,Nguyễn Du,501,1,
7858,Phan Đình Phùng,5988,Phan Đình Phùng,501,1,
7859,Quang Trung,5989,Quang Trung,501,1,
7860,Thống Nhất,5990,Thống Nhất,501,1,
7861,Trần Đăng Ninh,5991,Trần Đăng Ninh,501,1,
7862,Trần Hưng Đạo,5992,Trần Hưng Đạo,501,1,
7863,Trần Quang Khải,5993,Trần Quang Khải,501,1,
7864,Trần Tế Xương,5994,Trần Tế Xương,501,1,
7865,Trường Thi,5995,Trường Thi,501,1,
7866,Văn Miếu,5996,Văn Miếu,501,1,
7867,Vị Hoàng,5997,Vi Hoàng,501,1,
7868,Vị Xuyên,5998,Vi Xuyên,501,1,
39906,Bà Triệu,5979,Bà Triệu,501,1,
40003,Lộc Hòa,6000,Lộc Hòa,501,1,
40004,Lộc Vượng,5984,Lộc Vượng,501,1,
40022,Mỹ Xá,6001,Mỹ Xá,501,1,
40030,Ngô Quyền,5986,Ngô Quyền,501,1,
40041,Nguyễn Du,5987,Nguyễn Du,501,1,
40079,Phan Đình Phùng,5988,Phan Đình Phùng,501,1,
40090,Quang Trung,5989,Quang Trung,501,1,
40106,Thống Nhất,5990,Thống Nhất,501,1,
40119,Trần Đăng Ninh,5991,Trần Đăng Ninh,501,1,
40124,Trần Hưng Đạo,5992,Trần Hưng Đạo,501,1,
40135,Trần Quang Khải,5993,Trần Quang Khải,501,1,
40138,Trần Tế Xương,5994,Trần Tế Xương,501,1,
40157,Vị Hoàng,5997,Vi Hoàng,501,1,
40158,Vị xuyên,5998,Vi Xuyên,501,1,
8660,Liên Sơn,7834,Liên Sơn,556,1,
8672,Trường Yên,7793,Trường Yên,557,1,
8675,Chất Bình,7854,Chất Bình,558,1,
8676,Chính Tâm,7855,Chính Tâm,558,1,
8677,Con Thoi,7871,Cồn Thoi,558,1,
8678,Định Hoá,7856,Định Hóa,558,1,
8679,Đồng Hướng,7857,Đồng Hướng,558,1,
8680,Hồi Ninh,7858,Hồi Ninh,558,1,
8681,Hùng Tiến,7859,Hùng Tiến,558,1,
8682,Kim Chính,7860,Kim Chính,558,1,
8683,Kim Định,7861,Kim Định,558,1,
8684,Kim Đồng,7872,Kim Đông,558,1,
8685,Kim Hải,7873,Kim Hải,558,1,
8686,Kim Mỹ,7874,Kim Mỹ,558,1,
8687,Kim Tân,7875,Kim Tân,558,1,
8688,Kim Trung,7876,Kim Trung,558,1,
8689,Lai Thành,7862,Lai Thành,558,1,
8690,Lưu Phương,7863,Lưu Phương,558,1,
8691,Như Hòa,7864,Như Hòa,558,1,
8693,Quang Thiện,7865,Quang Thiện,558,1,
8694,Tân Thành,7866,Tân Thành,558,1,
8695,Thượng Kiệm,7867,Thượng Kiệm,558,1,
8696,Văn Hải,7877,Văn Hải,558,1,
8697,Xuân Thiện,7868,Xuân Thiện,558,1,
8698,Yên Lộc,7869,Yên Lộc,558,1,
8699,Yên Mật,7870,Yên Mật,558,1,
8700,Cúc Phương,7878,Cúc Phương,559,1,
8701,Đồng Phong,7879,Đồng Phong,559,1,
8702,Đức Long,7880,Đức Long,559,1,
8704,Gia Sơn,7882,Gia Sơn,559,1,
8706,Gia Tường,7884,Gia Tường,559,1,
8707,Kỳ Phú,7885,Kỳ Phú,559,1,
8708,Lạc Vân,7886,Lạc Vân,559,1,
8709,Lạng Phong,7887,Lạng Phong,559,1,
8711,Phú Lộc,7888,Phú Lộc,559,1,
8712,Phú Long,7889,Phú Long,559,1,
8713,Phú Sơn,7890,Phú Sơn,559,1,
8714,Quảng Lạc,7891,Quảng Lạc,559,1,
8715,Quỳnh Lưu,7892,Quỳnh Lưu,559,1,
8716,Sơn Hà,7893,Sơn Hà,559,1,
8717,Sơn Lai,7894,Sơn Lai,559,1,
8718,Sơn Thành,7895,Sơn Thành,559,1,
8719,Thạch Bình,7896,Thạch Bình,559,1,
8720,Thanh Lạc,7897,Thanh Lạc,559,1,
8721,Thượng Hoà,7898,Thượng Hòa,559,1,
8722,Văn Phong,7899,Văn Phong,559,1,
8723,Văn Phú,7900,Văn Phú,559,1,
8724,Văn Phương,7901,Văn Phương,559,1,
8725,Xích Thổ,7902,Xích Thổ,559,1,
8726,Yên Quang,7903,Yên Quang,559,1,
8727,Bích Đào,6023,Bích Đào,560,1,
8728,Đông Thành,6024,Đông Thành,560,1,
8729,Nam Bình,6025,Nam Bình,560,1,
8730,Nam Thành,6026,Nam Thành,560,1,
8731,Ninh Khánh,6027,Ninh Khánh,560,1,
8732,Ninh nhất,6034,Ninh Nhất,560,1,
8733,Ninh Phong,6028,Ninh Phong,560,1,
8734,Ninh Phúc,6035,Ninh Phúc,560,1,
8735,Ninh Sơn,6029,Ninh Sơn,560,1,
8736,Ninh Tiến,6036,Ninh Tiến,560,1,
8737,Phúc Thành,6030,Phúc Thành,560,1,
8738,Tân Thành,6031,Tân Thành,560,1,
8739,Thanh Bình,6032,Thanh Bình,560,1,
8740,Vân Giang,6033,Vân Giang,560,1,
40861,Bích Đào,6023,Bích Đào,560,1,
40907,Nam Bình,6025,Nam Bình,560,1,
40908,Nam Thành,6026,Nam Thành,560,1,
40925,Ninh Khánh,6027,Ninh Khánh,560,1,
40953,Tân Thành,6031,Tân Thành,560,1,
40974,Vân Giang,6033,Vân Giang,560,1,
9024,Bạch Hạc,5880,Bạch Hạc,575,1,
9025,Bến Gót,5881,Bến Gót,575,1,
9026,Chu Hóa,5893,Chu Hóa,575,1,
9027,Dữu Lâu,5882,Dữu Lâu,575,1,
9028,Gia Cẩm,5883,Gia Cẩm,575,1,
9029,Hùng Lô,5894,Hùng Lô,575,1,
9030,Hy Cương,5895,Hy Cương,575,1,
9031,Kim Đức,5896,Kim Đức,575,1,
9032,Minh Nông,5884,Minh Nông,575,1,
9033,Minh Phương,5885,Minh Phương,575,1,
9034,Nông Trang,5886,Nông Trang,575,1,
9035,Phượng Lâu,5897,Phượng Lâu,575,1,
9036,Sông Lô,5898,Sông Lô,575,1,
9037,Tân Dân,5887,Tân Dân,575,1,
9038,Tân Đức,5899,Tân Đức,575,1,
9039,Thanh Đình,5900,Thanh Đình,575,1,
9040,Thanh Miếu,5888,Thanh Miếu,575,1,
9041,Thọ Sơn,5889,Thọ Sơn,575,1,
9042,Thụy Vân,5901,Thụy Vân,575,1,
9043,Tiên Cát,5890,Tiên Cát,575,1,
9044,Trưng Vương,5902,Trưng Vương,575,1,
9045,Vân Cơ,5891,Vân Cơ,575,1,
9046,Vân Phú,5892,Vân Phú,575,1,
41048,Bạch Hạc,5880,Bạch Hạc,575,1,
41114,Tân Đức,5899,Tân Đức,575,1,
41137,Trưng Vương,5902,Trưng Vương,575,1,
46735,Minh Phương,5885,Minh Phương,575,1,
9212,An Định,16502,An Định,591,1,
3908,Cẩm Đông,5761,Cẩm Đông,290,1,
3918,Cộng Hoà,5768,Cộng Hòa,290,1,
3920,Dương Huy,5769,Dương Huy,290,1,
3922,Quang Hanh,5754,Quang Hanh,290,1,
34596,Cẩm Đông,5761,Cẩm Đông,290,1,
3946,Hưng Đạo,25961,Hưng Đạo,293,1,
3958,Bạch Đằng,5770,Bạch Đằng,294,1,
3959,Bãi Cháy,5772,Bãi Cháy,294,1,
3960,Cao Thắng,5786,Cao Thắng,294,1,
3961,Cao Xanh,10158,Cao Xanh,294,1,
3962,Đại Yên,10161,Đại Yên,294,1,
3963,Giếng Đáy,5775,Giếng Đáy,294,1,
3964,Hà Khánh,5780,Hà Khánh,294,1,
3966,Hà Lầm,5781,Hà Lầm,294,1,
3967,Hà Phong,5783,Hà Phong,294,1,
3968,Hà Trung,5782,Hà Trung,294,1,
3969,Hà Tu,10164,Hà Tư,294,1,
3971,Hồng Hà,5773,Hồng Hà,294,1,
3972,Hồng Hải,10166,Hồng Hải,294,1,
3973,Hùng Thắng,5776,Hùng Thắng,294,1,
3974,Trần Hưng Đạo,5788,Trần Hưng Đạo,294,1,
3975,Tuần Châu,5777,Tuần Châu,294,1,
3976,Việt Hưng,10163,Việt Hưng,294,1,
34713,Bạch Đằng,5770,Bạch Đằng,294,1,
34714,Bãi Cháy,5772,Bãi Cháy,294,1,
34727,Cao Thắng,5786,Cao Thắng,294,1,
34728,Cao Xanh,10158,Cao Xanh,294,1,
34757,Giếng Đáy,5775,Giếng Đáy,294,1,
34759,Hà Khánh,5780,Hà Khánh,294,1,
34760,Hà Lầm,5781,Hà Lầm,294,1,
34790,Hùng Thắng,5776,Hùng Thắng,294,1,
34809,Lê Thánh Tông,34553,Lê Thánh Tông,294,1,
34871,Trần Hưng Đạo,5788,Trần Hưng Đạo,294,1,
46554,Việt Hưng,10163,Việt Hưng,294,1,
4056,Bắc Sơn,10153,Bắc Sơn,300,1,
4058,Nam Khê,10149,Nam Khê,300,1,
4059,Phương Đông,10147,Phương Đông,300,1,
4060,Phương Nam,10146,Phương Nam,300,1,
4061,Quang Trung,10150,Quang Trung,300,1,
4062,Thanh Sơn,10152,Thanh Sơn,300,1,
4064,Trưng Vương,10151,Trưng Vương,300,1,
4065,Vàng Danh,10154,Vàng Danh,300,1,
4066,Yên Thanh,10148,Yên Thanh,300,1,
34983,Quang Trung,10150,Quang Trung,300,1,
34987,Thanh Sơn,10152,Thanh Sơn,300,1,
34995,Trưng Vương,10151,Trưng Vương,300,1,
34997,Yên Thanh,10148,Yên Thanh,300,1,
9768,An Hiệp,7612,An Hiệp,623,1,
9769,An Ninh,7613,An Ninh,623,1,
9771,Hồ Đắc Kiện,7617,Hồ Đăc Kiện,623,1,
9772,Phú Tâm,7615,Phú Tâm,623,1,
9773,Phú Tân,7611,Phú Tân,623,1,
9774,Thiện Mỹ,7614,Thiện Mỹ,623,1,
9775,Thuận Hòa,7616,Thuận Hòa,623,1,
9779,An Thạnh Đông,7645,An Thạnh Đông,624,1,
9780,An Thạnh Nam,7646,An Thạnh Nam,624,1,
9781,An Thạnh Tây,7643,An Thạnh Tây,624,1,
9782,Cù Lao Dung,7644,Cù Lao Dung,624,1,
9784,An Lạc Tây,7622,An Lạc Tây,625,1,
9785,An Lạc Thôn,7623,An Lạc Thôn,625,1,
9786,An Mỹ,7618,An Mỹ,625,1,
9787,Ba Trinh,7624,Ba Trinh,625,1,
9789,Kế An,7626,Kế An,625,1,
9791,Kế Thành,7627,Kế Thành,625,1,
9792,Nhơn Mỹ,7619,Nhơn Mỹ,625,1,
9794,Thới An Hội,7620,Thới An Hội,625,1,
9795,Trinh Phú,7628,Trinh Phú,625,1,
9796,Xuân Hòa,7621,Xuân Hòa,625,1,
9797,Châu Khánh,7632,Châu Khánh,626,1,
9798,Đại Ngãi,7633,Đại Ngãi,626,1,
9799,Hậu Thạnh,7638,Hậu Thạnh,626,1,
9800,Long Đức,7637,Long Đức,626,1,
9801,Long Phú,7636,Long Phú,626,1,
9802,Long Phú,7636,Long Phú,626,1,
9803,Phú Hữu,7634,Phú Hữu,626,1,
9804,Song Phụng,7630,Song Phụng,626,1,
9805,Tân Hưng,7635,Tân Hưng,626,1,
9806,Tân Thạnh,7631,Tân Thạnh,626,1,
9807,Trường Khánh,7629,Trường Khánh,626,1,
9808,Hưng Phú,7603,Hưng Phú,627,1,
9810,Long Hưng,7604,Long Hưng,627,1,
9812,Mỹ Phước,7602,Mỹ Phước,627,1,
9813,Mỹ Thuận,7609,Mỹ Thuận,627,1,
9815,Phú Mỹ,7605,Phú Mỹ,627,1,
9816,Thuận Hưng,7607,Thuận Hưng,627,1,
9817,Đại Tâm,7584,Đại Tâm,628,1,
9818,Gia Hòa 1,7590,Gia Hòa 1,628,1,
