124121	2170
130115	8859
119108	9210
119069	9212
131324	9682
119078	9211
119087	9210
121262	7329
103748	9851
128453	5389
118007	4090
119084	9212
119102	9211
121856	5263
121895	5267
119075	9212
123113	2478
131729	9048
131327	9682
120971	1953
107267	6044
