1886	388
1884	389
1889	390
1892	391
1893	392
1883	393
1888	394
1887	395
1894	396
1890	397
1891	398
1748	139
1750	140
1755	141
1753	142
1752	143
1754	144
1747	145
1751	146
1213	367
1223	368
1217	369
1218	370
1219	371
1220	372
1216	373
1222	374
1221	375
1215	376
1061	689
1058	690
1063	691
1064	692
1065	693
1066	694
1062	695
1060	696
1954	626
1960	627
1959	628
1961	629
1956	630
1957	631
1958	632
1256	217
1263	218
1264	219
1259	220
1262	221
1260	222
1261	223
1258	224
1836	459
1829	460
1835	461
1831	462
1832	463
1834	464
1838	465
1833	466
1837	467
1542	337
1549	338
1544	339
1543	340
1548	341
1545	342
1540	343
1547	344
1550	345
1551	346
1546	347
1719	63
1721	64
1720	65
1724	66
1722	67
1726	68
1723	68
1718	69
1725	70
1690	316
1696	317
1693	318
1691	319
1697	320
1695	321
1689	322
1694	323
1692	324
1698	325
1688	326
1596	171
1602	172
1600	173
1601	174
1597	175
1598	176
1594	177
1593	178
1599	179
1595	180
1964	476
1969	477
1970	478
1971	479
1973	480
1972	481
1967	482
1968	483
1966	484
1918	163
1919	164
1925	165
1916	166
1917	167
1926	168
1927	162
1923	169
1924	170
1043	697
1042	698
1040	699
1048	700
1045	701
1051	702
1052	703
1050	704
1049	705
1053	706
1044	707
1046	708
1047	709
1495	55
1492	56
1497	57
1498	58
1490	59
1494	60
1493	61
1491	62
1647	147
1644	148
1643	149
1657	150
1648	151
1645	152
1651	153
1646	154
1655	155
1653	156
1649	157
1650	158
1654	159
1656	160
1652	161
1662	468
1661	469
1663	470
1666	471
1665	472
1660	473
1664	474
1667	475
1100	649
1101	650
1094	651
1102	652
1097	653
1095	654
1096	655
1103	656
1098	657
1099	658
1731	71
1739	72
1736	73
1732	74
1740	75
1742	76
1734	77
1738	78
1737	79
1735	80
1741	81
1866	548
1873	548
1877	549
1868	550
1870	550
1876	553
1875	554
1867	555
1871	556
1869	557
1874	558
1872	559
1623	299
1624	300
1627	301
1639	302
1633	303
1632	304
1626	305
1634	306
1631	307
1628	308
1635	309
1625	310
1630	311
1637	312
1629	313
1638	314
1622	315
1031	678
1034	679
1026	680
1024	681
1032	682
1027	683
1029	684
1035	685
1030	686
1033	687
1028	688
1352	530
1349	531
1350	532
1353	533
1347	534
1351	535
1001	25
1271	26
1021	27
1005	28
1277	29
1273	30
1017	31
1006	32
1018	33
1268	34
1007	35
1274	36
1002	37
1008	38
1004	39
1250	40
