833	30
834	10
144	28
835	62
836	55
837	17
838	37
826	25
839	4
840	23
812	13
841	39
806	12
842	63
129	3
843	11
844	38
845	58
823	5
846	47
847	22
830	61
807	45
1	2
848	46
805	21
135	7
849	53
850	29
816	24
831	6
851	16
852	49
853	59
854	14
134	60
808	34
855	8
811	35
821	20
856	41
857	43
858	42
869	44
818	50
859	9
860	36
819	18
143	51
861	48
130	54
862	32
863	27
864	33
865	19
866	15
824	26
126	1
867	52
137	57
868	40
827	31
132	56
1100	132
2106	388
2	88
3	100
4	111
5	102
6	91
7	95
8	98
9	101
10	115
11	97
13	89
14	92
15	93
16	94
17	96
18	99
19	103
20	104
21	106
22	107
23	108
24	109
25	112
26	113
27	114
28	116
30	117
1880	649
19869	2873
5922	6596
5923	6597
5924	6600
5925	6601
5926	6602
5927	6603
5928	6608
5929	6609
5930	6610
5931	6611
5932	6611
5933	6598
5934	6599
5935	6604
5936	6605
5937	6606
5938	6606
5939	6607
10724	38125
10782	38129
5905	3765
5906	3766
5907	3767
5910	3770
5912	3772
5913	3773
5914	3774
5915	3775
5917	3777
5918	3778
5920	3780
5921	3781
10918	34460
10929	34280
6037	1820
6038	1819
6039	1813
6040	1817
6041	1812
6042	1814
6043	1815
6044	1816
6045	1818
6046	1821
6047	1822
6048	1823
6049	1824
6050	1825
6051	1826
6052	1828
6053	1829
6054	1830
6055	1831
6056	1832
6057	1833
6058	1834
6059	1835
6060	1827
6068	1754
6069	1755
6070	1756
6071	1758
6072	1759
6073	1751
6074	1752
6075	1757
6076	1795
6077	1810
6078	1800
6079	1803
6080	1806
6081	1808
6082	1790
6083	1794
6084	1797
6085	1805
6086	1807
6087	1811
6089	1760
6090	1763
6092	1764
6093	1765
6094	1766
6095	1767
6096	1768
6097	1769
6098	1770
6099	1771
23724	5704
23727	5709
23730	5713
23733	5714
23736	5706
23739	5716
19603	3194
19604	3196
19605	3191
19606	3183
19609	3193
19612	3186
19617	3195
19620	3197
19631	3189
19635	3199
19641	3200
19644	3198
19646	3187
19648	3192
19652	3188
19680	3219
19681	3223
19682	3218
19683	3220
19684	3225
19685	3217
19686	3224
19687	3226
25369	3201
25373	3202
25377	3203
19732	3291
19733	3298
19734	3292
19735	3290
19736	3287
19737	3294
19738	3286
19739	3293
19740	3285
19741	3296
19742	3289
19743	3288
19744	3297
7980	3173
7981	3174
7982	3175
7983	3176
7984	3177
7985	3178
7986	3179
7987	3180
7924	3109
7925	3110
7926	3111
7927	3112
7928	3113
7929	3114
7930	3115
7931	3116
7917	3118
7918	3119
7919	3122
7920	3121
7921	3120
7922	3117
7923	3123
7904	3134
7905	3135
7906	3136
7907	3137
7908	3138
7909	3139
7910	3140
7911	3141
7912	3143
7913	3144
7914	3145
7915	3146
7916	3147
7948	3148
7949	3152
7950	3153
7951	3149
7952	3151
7953	3150
7954	3154
7939	3167
7940	3163
7941	3168
7942	3171
7943	3164
7944	3170
7945	3169
7946	3162
7947	3166
13934	43672
26345	24074
27766	24266
27769	24077
27775	24176
27778	24102
27781	24110
27784	24072
27787	24166
27790	24123
27793	24103
27796	24259
27799	24280
27802	24044
27805	24045
27811	24046
27814	24047
27817	24048
27820	24049
27823	24277
27826	24118
27829	24170
27832	24071
27835	24173
27838	24080
27841	24153
27844	24120
27847	24111
27853	24219
27856	24221
27859	24263
27862	24203
27865	24179
27868	24132
27871	24151
27874	24069
27886	24282
27889	24126
27892	24119
27895	24238
27898	24239
27901	24240
27904	24241
27907	24242
