15136	10027
21644	8794
17036	9393
2801	12786
18757	19432
6194	10376
4593	1174
1011	20865
5908	3768
7883	8705
7425	8266
17367	11275
5846	29232
932	20264
20451	6736
21321	4748
19572	3204
20609	1366
10	115
21310	9512
295	20394
4709	1396
2680	16802
7700	8455
10151	4064
19473	2996
2595	18912
3484	15176
19196	5777
12635	39968
7362	2462
7390	8225
17495	9345
19113	6674
3491	15187
17431	4921
21824	8821
35318	20918
20587	6958
8075	10717
20073	7779
5296	1714
14223	39816
13764	43313
371	20471
6392	7287
7818	8654
18079	9686
7994	7114
19651	2917
15226	3493
4621	1202
15267	21184
18357	6896
24079	10508
19453	3423
15742	21072
17590	3714
17493	9343
18419	8891
2409	16506
19986	7930
1010	20835
4829	1527
973	20642
21049	6151
16420	9080
21088	11639
4801	1498
21535	4818
1615	135
19291	5605
2617	18958
18557	20762
20020	7965
6021	6481
5332	1725
2903	15558
20398	5166
1475	460
4552	1134
18233	10658
21203	10135
8132	8577
16263	2790
19703	3257
20944	4055
4669	1271
25413	28731
7737	8514
21470	4999
5891	9045
26561	28898
19679	3221
15140	10003
21031	6310
7246	2386
2513	18649
20107	5889
20943	4053
3101	14670
265	20547
1874	591
3499	15201
530	19864
18880	6977
2556	18770
22857	4592
1934	657
6268	10426
18646	4361
19725	3301
1908	514
15943	9960
23675	9619
1325	1025
18270	7479
13577	11947
3250	18242
20985	6385
18614	11124
17813	7731
13891	43512
16942	6830
20258	4778
8135	8579
3645	15416
17936	10520
3700	17657
2616	18955
18147	11784
19756	3462
19899	11915
20459	2755
22368	8168
19011	6217
17231	4659
23916	5058
16977	10535
18361	6900
13309	29015
12631	39971
17970	11977
6041	1812
35298	20737
13611	3889
21189	10070
21754	8999
6547	6144
1003	20149
18621	11098
20105	5849
1376	804
880	19781
3472	15155
21498	4809
2464	12353
779	20079
6737	2364
14591	11307
4967	1684
16299	3605
17840	7667
24214	10852
35322	20953
13710	7698
21196	10062
20836	6847
21579	4727
18993	10058
21337	7015
18994	10035
7214	5433
6440	7241
1117	21413
6769	9288
20196	4686
21307	9525
35318	20932
1551	236
17254	4689
18315	3794
22063	11176
15710	3835
19971	7916
1721	398
18503	2588
15800	7099
21763	9018
7821	8658
18532	5742
11323	39136
2697	16835
22126	4099
15592	11259
7378	2478
18163	11736
15107	3272
20104	5869
6992	1915
21755	9001
22222	4399
21424	5072
19704	2070
20211	4782
10141	4014
17896	8693
2196	17538
10566	29217
35318	20928
16455	2055
18966	9169
20078	4163
20473	10985
6286	10449
21778	8942
13003	29091
8090	8614
490	19756
6505	6252
7530	8347
1373	801
18599	9926
4734	1421
19469	2989
7166	5352
23648	9620
16403	10001
24190	10830
7797	8761
17196	11044
21720	8981
362	20459
6269	10427
3121	17164
6388	7283
6077	1810
17744	5236
18725	11828
1422	1061
5746	7309
7243	2505
13947	43389
7827	8648
3416	16769
7838	8785
3413	16754
16969	10526
1892	193
19302	5635
20882	10859
17424	4918
6425	7217
4827	1525
5788	3974
3031	18513
15203	4492
16999	11813
19670	6019
21290	9505
24178	10835
19507	2984
18466	7981
3873	16674
13652	9287
6162	10359
1093	64
19708	3262
18252	7460
7208	5427
15953	8368
2860	13146
7464	8281
16936	5912
16632	7189
17804	11469
16312	10180
957	20463
15485	2772
22109	4309
13501	5676
4907	1638
5898	9036
6968	1988
2483	12528
13490	3370
20250	7824
771	20058
2946	13352
22135	2708
7011	1929
15411	4846
19849	11390
2814	12825
15895	5550
35326	20847
7432	8274
15110	3267
281	20532
13382	29208
3832	15051
82	1289
3708	17227
16576	7052
19262	8402
19619	3072
35318	20927
2920	15853
3921	19478
13104	28938
16285	3590
16313	10181
20384	5173
22215	4392
22788	4567
19556	3002
21035	6314
1080	84
2614	18951
2266	13314
13725	11597
18931	3346
16780	7536
393	20491
15075	2124
17682	2069
19366	5531
19655	6022
1532	400
3780	15367
20319	5027
2786	15231
20567	11871
13713	11894
16084	9748
1824	335
3587	18377
1646	372
14562	7559
18470	7979
20415	6726
3442	16830
2602	18931
6381	7294
21953	11336
16394	10010
22145	2597
729	21075
17612	9093
16768	11682
1783	738
19933	7911
19409	9914
22019	11528
2654	16731
14192	43453
19768	10231
7420	8260
13895	43378
21986	11492
20050	5965
19363	5609
21346	7025
869	44
1586	216
931	20513
262	20542
5797	28761
6152	10362
970	20295
20437	6738
23871	20113
35318	20933
35318	20919
14509	11203
16324	10193
3028	18510
19587	3021
978	21482
1958	685
7943	3164
12704	40036
16302	10149
16163	8026
17650	3313
2044	708
20058	4155
2639	19118
19326	8381
6857	6762
21553	5046
5962	9330
3793	13234
1885	185
1966	475
1143	777
15179	5150
13619	3875
6450	7251
15961	8391
16868	6531
1416	894
21832	8830
22260	6324
3816	15008
13459	5872
861	48
5743	7583
6858	6766
18347	6886
21068	7396
189	19347
4889	1609
16673	4003
13118	28847
8000	7116
20993	6555
15598	11265
6096	1768
352	20399
6134	10287
5987	7857
19079	11408
19944	7903
22068	11139
7711	8459
24163	10843
14883	11001
17094	4419
21256	9432
20734	10906
787	20038
20489	11961
5793	28800
22072	11157
3910	21000
1613	714
2668	16763
19418	9915
18507	2582
17122	4214
7196	5375
15611	11293
6254	10407
7116	5400
19186	5768
12589	40090
18478	7978
1358	1058
15024	9206
16346	10213
669	20665
21495	10784
6486	6271
7466	8283
21219	2417
3067	14247
16435	2021
949	19813
27013	22420
22800	4563
2645	19156
20917	3900
21276	9491
2494	12588
3219	18046
424	20311
15283	4757
17923	12043
20717	11654
1382	810
16648	6908
15387	4141
13130	28844
18182	11700
6958	2005
20503	11962
1545	384
13460	5884
15067	2132
16068	2973
22514	2689
17919	12039
3215	18036
4565	1125
15111	3271
1499	754
3152	17373
